Entry	Entry Name	Protein names	Gene Names	Organism	Organism (ID)	Length	Reviewed	Annotation	AlphaFoldDB	Taxonomic lineage	subphylum	class	order	family	genus
A0A8H7RPV3	A0A8H7RPV3_9FUNG	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 INT46_007869	Mucor plumbeus	97098	629	unreviewed	4.0	A0A8H7RPV3;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mucoromycotina (subphylum), Mucoromycetes (class), Mucorales (order), Mucorineae (suborder), Mucoraceae (family), Mucor (genus)	Mucoromycotina	Mucoromycetes	Mucorales	Mucoraceae	Mucor
A0A1C7NKC8	A0A1C7NKC8_9FUNG	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	pfh1_1 PIF1 A0J61_02441	Choanephora cucurbitarum	101091	732	unreviewed	4.0	A0A1C7NKC8;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mucoromycotina (subphylum), Mucoromycetes (class), Mucorales (order), Mucorineae (suborder), Choanephoraceae (family), Choanephoroideae (subfamily), Choanephora (genus)	Mucoromycotina	Mucoromycetes	Mucorales	Choanephoraceae	Choanephora
A0A1C7NS85	A0A1C7NS85_9FUNG	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	pfh1_0 PIF1 A0J61_01837	Choanephora cucurbitarum	101091	520	unreviewed	4.0	A0A1C7NS85;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mucoromycotina (subphylum), Mucoromycetes (class), Mucorales (order), Mucorineae (suborder), Choanephoraceae (family), Choanephoroideae (subfamily), Choanephora (genus)	Mucoromycotina	Mucoromycetes	Mucorales	Choanephoraceae	Choanephora
A0A9N8Z8P5	A0A9N8Z8P5_9GLOM	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 DEBURN_LOCUS3266	Diversispora eburnea	1213867	728	unreviewed	4.0	A0A9N8Z8P5;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Glomeromycotina (subphylum), Glomeromycetes (class), Diversisporales (order), Diversisporaceae (family), Diversispora (genus)	Glomeromycotina	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora
A0A9N8ZA40	A0A9N8ZA40_FUNMO	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 FMOSSE_LOCUS3195	Funneliformis mosseae (Endomycorrhizal fungus) (Glomus mosseae)	27381	656	unreviewed	4.0	A0A9N8ZA40;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Glomeromycotina (subphylum), Glomeromycetes (class), Glomerales (order), Glomeraceae (family), Funneliformis (genus)	Glomeromycotina	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis
A0A9W4WTA5	A0A9W4WTA5_9GLOM	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 FWILDA_LOCUS8000	Funneliformis geosporum	1117311	665	unreviewed	4.0	A0A9W4WTA5;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Glomeromycotina (subphylum), Glomeromycetes (class), Glomerales (order), Glomeraceae (family), Funneliformis (genus)	Glomeromycotina	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis
A0AAD7XWI0	A0AAD7XWI0_9FUNG	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 O0I10_008839	Lichtheimia ornata	688661	730	unreviewed	4.0	A0AAD7XWI0;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mucoromycotina (subphylum), Mucoromycetes (class), Mucorales (order), Lichtheimiaceae (family), Lichtheimia (genus)	Mucoromycotina	Mucoromycetes	Mucorales	Lichtheimiaceae	Lichtheimia
A0A0B7NVF9	A0A0B7NVF9_9FUNG	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PARPA_13826.1 scaffold 47132 PIF1	Parasitella parasitica	35722	635	unreviewed	4.0	A0A0B7NVF9;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mucoromycotina (subphylum), Mucoromycetes (class), Mucorales (order), Mucorineae (suborder), Mucoraceae (family), Parasitella (genus)	Mucoromycotina	Mucoromycetes	Mucorales	Mucoraceae	Parasitella
A0A0C9MZV3	A0A0C9MZV3_9FUNG	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 MAM1_0177d07317	Mucor ambiguus	91626	755	unreviewed	4.0	A0A0C9MZV3;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mucoromycotina (subphylum), Mucoromycetes (class), Mucorales (order), Mucorineae (suborder), Mucoraceae (family), Mucor (genus)	Mucoromycotina	Mucoromycetes	Mucorales	Mucoraceae	Mucor
A0A8H7S720	A0A8H7S720_9FUNG	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 INT45_013115	Circinella minor	1195481	783	unreviewed	4.0	A0A8H7S720;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mucoromycotina (subphylum), Mucoromycetes (class), Mucorales (order), Lichtheimiaceae (family), Circinella (genus)	Mucoromycotina	Mucoromycetes	Mucorales	Lichtheimiaceae	Circinella
A0A9N8ZJ08	A0A9N8ZJ08_9GLOM	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 AGERDE_LOCUS4072	Ambispora gerdemannii	144530	739	unreviewed	4.0	A0A9N8ZJ08;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Glomeromycotina (subphylum), Glomeromycetes (class), Archaeosporales (order), Ambisporaceae (family), Ambispora (genus)	Glomeromycotina	Glomeromycetes	Archaeosporales	Ambisporaceae	Ambispora
A0A9P3HK37	A0A9P3HK37_9FUNG	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 EMPS_10553	Entomortierella parvispora	205924	1080	unreviewed	4.0	A0A9P3HK37;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mortierellomycotina (subphylum), Mortierellomycetes (class), Mortierellales (order), Mortierellaceae (family), Entomortierella (genus)	Mortierellomycotina	Mortierellomycetes	Mortierellales	Mortierellaceae	Entomortierella
A0A9P3HK44	A0A9P3HK44_9FUNG	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 EMPS_10554	Entomortierella parvispora	205924	957	unreviewed	4.0	A0A9P3HK44;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mortierellomycotina (subphylum), Mortierellomycetes (class), Mortierellales (order), Mortierellaceae (family), Entomortierella (genus)	Mortierellomycotina	Mortierellomycetes	Mortierellales	Mortierellaceae	Entomortierella
A0A9P7BV71	A0A9P7BV71_RHIOR	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 G6F64_003526	Rhizopus oryzae (Mucormycosis agent) (Rhizopus arrhizus var. delemar)	64495	728	unreviewed	4.0	A0A9P7BV71;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mucoromycotina (subphylum), Mucoromycetes (class), Mucorales (order), Mucorineae (suborder), Rhizopodaceae (family), Rhizopus (genus)	Mucoromycotina	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus
A0AAN7D3L5	A0AAN7D3L5_9FUNG	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 ATC70_006246	Mucor velutinosus	708070	756	unreviewed	4.0	A0AAN7D3L5;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mucoromycotina (subphylum), Mucoromycetes (class), Mucorales (order), Mucorineae (suborder), Mucoraceae (family), Mucor (genus)	Mucoromycotina	Mucoromycetes	Mucorales	Mucoraceae	Mucor
A0A015N2M8	A0A015N2M8_RHIIW	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 RirG_060660	Rhizophagus irregularis (strain DAOM 197198w) (Glomus intraradices)	1432141	656	unreviewed	4.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Glomeromycotina (subphylum), Glomeromycetes (class), Glomerales (order), Glomeraceae (family), Rhizophagus (genus), Rhizophagus irregularis (species)	Glomeromycotina	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus
A0A2Z6Q637	A0A2Z6Q637_9GLOM	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 RclHR1_01160019	Rhizophagus clarus	94130	648	unreviewed	4.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Glomeromycotina (subphylum), Glomeromycetes (class), Glomerales (order), Glomeraceae (family), Rhizophagus (genus)	Glomeromycotina	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus
A0A8H4A8B1	A0A8H4A8B1_GIGMA	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 F8M41_002665	Gigaspora margarita	4874	643	unreviewed	4.0	A0A8H4A8B1;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Glomeromycotina (subphylum), Glomeromycetes (class), Diversisporales (order), Gigasporaceae (family), Gigaspora (genus)	Glomeromycotina	Glomeromycetes	Diversisporales	Gigasporaceae	Gigaspora
A0A9P3HAH0	A0A9P3HAH0_9FUNG	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 EMPS_05308	Entomortierella parvispora	205924	1094	unreviewed	4.0	A0A9P3HAH0;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mortierellomycotina (subphylum), Mortierellomycetes (class), Mortierellales (order), Mortierellaceae (family), Entomortierella (genus)	Mortierellomycotina	Mortierellomycetes	Mortierellales	Mortierellaceae	Entomortierella
A0AAN7D484	A0AAN7D484_9FUNG	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 ATC70_004882	Mucor velutinosus	708070	667	unreviewed	4.0	A0AAN7D484;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mucoromycotina (subphylum), Mucoromycetes (class), Mucorales (order), Mucorineae (suborder), Mucoraceae (family), Mucor (genus)	Mucoromycotina	Mucoromycetes	Mucorales	Mucoraceae	Mucor
A0A9N9IT00	A0A9N9IT00_9GLOM	DNA 5'-3' helicase (EC 5.6.2.3)	CPELLU_LOCUS14573	Cetraspora pellucida	1433469	583	unreviewed	3.0	A0A9N9IT00;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Glomeromycotina (subphylum), Glomeromycetes (class), Diversisporales (order), Gigasporaceae (family), Cetraspora (genus)	Glomeromycotina	Glomeromycetes	Diversisporales	Gigasporaceae	Cetraspora
A0A8H7Q1B8	A0A8H7Q1B8_MORIS	DNA 5'-3' helicase (EC 5.6.2.3)	INT43_006559	Mortierella isabellina (Filamentous fungus) (Umbelopsis isabellina)	91625	545	unreviewed	3.0	A0A8H7Q1B8;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mucoromycotina (subphylum), Umbelopsidomycetes (class), Umbelopsidales (order), Umbelopsidaceae (family), Umbelopsis (genus)	Mucoromycotina	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis
A0A015KD19	A0A015KD19_RHIIW	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 RirG_207290	Rhizophagus irregularis (strain DAOM 197198w) (Glomus intraradices)	1432141	492	unreviewed	3.0	A0A015KD19;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Glomeromycotina (subphylum), Glomeromycetes (class), Glomerales (order), Glomeraceae (family), Rhizophagus (genus), Rhizophagus irregularis (species)	Glomeromycotina	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus
A0A261Y8L7	A0A261Y8L7_9FUNG	DNA 5'-3' helicase (EC 5.6.2.3)	BZG36_00001	Bifiguratus adelaidae	1938954	1204	unreviewed	3.0	A0A261Y8L7;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mucoromycotina (subphylum), Endogonomycetes (class), Endogonales (order), Endogonales incertae sedis (no rank), Bifiguratus (genus)	Mucoromycotina	Endogonomycetes	Endogonales		Bifiguratus
A0A9N9DSD6	A0A9N9DSD6_9GLOM	DNA 5'-3' helicase (EC 5.6.2.3)	ALEPTO_LOCUS9997	Ambispora leptoticha	144679	590	unreviewed	2.0	A0A9N9DSD6;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Glomeromycotina (subphylum), Glomeromycetes (class), Archaeosporales (order), Ambisporaceae (family), Ambispora (genus)	Glomeromycotina	Glomeromycetes	Archaeosporales	Ambisporaceae	Ambispora
A0ACA9NG08	A0ACA9NG08_9GLOM	5887_t:CDS:1	ACOLOM_LOCUS8377	Acaulospora colombiana	27376	751	unreviewed	1.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Glomeromycotina (subphylum), Glomeromycetes (class), Diversisporales (order), Acaulosporaceae (family), Acaulospora (genus)	Glomeromycotina	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora
