Entry	Entry Name	Protein names	Gene Names	Organism	Organism (ID)	Length	Reviewed	Annotation	AlphaFoldDB	Taxonomic lineage	subphylum	class	order	family	genus
A0A0W4ZHZ4	A0A0W4ZHZ4_PNEC8	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 T552_01860	Pneumocystis carinii (strain B80) (Rat pneumocystis pneumonia agent) (Pneumocystis carinii f. sp. carinii)	1408658	787	unreviewed	5.0	A0A0W4ZHZ4;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), Taphrinomycotina (subphylum), Pneumocystomycetes (class), Pneumocystales (order), Pneumocystaceae (family), Pneumocystis (genus), Pneumocystis carinii (species)	Taphrinomycotina	Pneumocystomycetes	Pneumocystales	Pneumocystaceae	Pneumocystis
A0A1G4K4H6	A0A1G4K4H6_9SACH	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 LADA_0H14510G	Lachancea dasiensis	1072105	886	unreviewed	5.0	A0A1G4K4H6;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), Saccharomycetaceae (family), Lachancea (genus)	Saccharomycotina	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea
Q6BQK7	Q6BQK7_DEBHA	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 DEHA2E04444g	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	284592	832	unreviewed	5.0	Q6BQK7;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Pichiomycetes (class), Serinales (order), Debaryomycetaceae (family), Debaryomyces (genus), Debaryomyces hansenii (species)	Saccharomycotina	Pichiomycetes	Serinales	Debaryomycetaceae	Debaryomyces
S9PVT1	S9PVT1_SCHOY	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 SOCG_01795	Schizosaccharomyces octosporus (strain yFS286) (Fission yeast) (Octosporomyces octosporus)	483514	788	unreviewed	5.0	S9PVT1;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), Taphrinomycotina (subphylum), Schizosaccharomycetes (class), Schizosaccharomycetales (order), Schizosaccharomycetaceae (family), Schizosaccharomyces (genus), Schizosaccharomyces octosporus (species)	Taphrinomycotina	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces
W1QEW7	W1QEW7_OGAPD	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 HPODL_01000	Ogataea parapolymorpha (strain ATCC 26012 / BCRC 20466 / JCM 22074 / NRRL Y-7560 / DL-1) (Yeast) (Hansenula polymorpha)	871575	826	unreviewed	5.0	W1QEW7;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Pichiomycetes (class), Pichiales (order), Pichiaceae (family), Ogataea (genus), Ogataea parapolymorpha (species)	Saccharomycotina	Pichiomycetes	Pichiales	Pichiaceae	Ogataea
G8BK92	G8BK92_CANPC	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 CPAR2_701690	Candida parapsilosis (strain CDC 317 / ATCC MYA-4646) (Yeast) (Monilia parapsilosis)	578454	797	unreviewed	5.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Pichiomycetes (class), Serinales (order), Debaryomycetaceae (family), Candida/Lodderomyces clade (clade), Candida (genus), Candida parapsilosis (species)	Saccharomycotina	Pichiomycetes	Serinales	Debaryomycetaceae	Candida
I2H566	I2H566_HENB6	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	TBLA0E04660 PIF1 TBLA_0E04660	Henningerozyma blattae (strain ATCC 34711 / CBS 6284 / DSM 70876 / NBRC 10599 / NRRL Y-10934 / UCD 77-7) (Yeast) (Tetrapisispora blattae)	1071380	854	unreviewed	5.0	I2H566;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), Saccharomycetaceae (family), Henningerozyma (genus), Henningerozyma blattae (species)	Saccharomycotina	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Henningerozyma
W6MNR6	W6MNR6_9ASCO	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 KUCA_T00004296001	Kuraishia capsulata CBS 1993	1382522	765	unreviewed	5.0	W6MNR6;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Pichiomycetes (class), Pichiales (order), Pichiaceae (family), Kuraishia (genus), Kuraishia capsulata (species)	Saccharomycotina	Pichiomycetes	Pichiales	Pichiaceae	Kuraishia
G0WAI2	G0WAI2_NAUDC	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	NDAI0D04800 PIF1 NDAI_0D04800	Naumovozyma dairenensis (strain ATCC 10597 / BCRC 20456 / CBS 421 / NBRC 0211 / NRRL Y-12639) (Saccharomyces dairenensis)	1071378	854	unreviewed	5.0	G0WAI2;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), Saccharomycetaceae (family), Naumovozyma (genus), Naumovozyma dairenensis (species)	Saccharomycotina	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Naumovozyma
G8ZST6	G8ZST6_TORDE	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	TDEL0D00960 PIF1 TDEL_0D00960	Torulaspora delbrueckii (Yeast) (Candida colliculosa)	4950	949	unreviewed	5.0	G8ZST6;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), Saccharomycetaceae (family), Torulaspora (genus)	Saccharomycotina	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Torulaspora
Q6FKI9	Q6FKI9_CANGA	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 CAGL0L11198g	Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138) (Yeast) (Nakaseomyces glabratus)	284593	841	unreviewed	5.0	Q6FKI9;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), Saccharomycetaceae (family), Nakaseomyces (genus), Candida glabrata (species)	Saccharomycotina	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
S9X0K1	S9X0K1_SCHCR	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 SPOG_01253	Schizosaccharomyces cryophilus (strain OY26 / ATCC MYA-4695 / CBS 11777 / NBRC 106824 / NRRL Y48691) (Fission yeast)	653667	788	unreviewed	5.0	S9X0K1;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), Taphrinomycotina (subphylum), Schizosaccharomycetes (class), Schizosaccharomycetales (order), Schizosaccharomycetaceae (family), Schizosaccharomyces (genus), Schizosaccharomyces cryophilus (species)	Taphrinomycotina	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces
A0A0W4ZNJ0	A0A0W4ZNJ0_PNEJ7	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 T551_01876	Pneumocystis jirovecii (strain RU7) (Human pneumocystis pneumonia agent)	1408657	811	unreviewed	5.0	A0A0W4ZNJ0;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), Taphrinomycotina (subphylum), Pneumocystomycetes (class), Pneumocystales (order), Pneumocystaceae (family), Pneumocystis (genus), Pneumocystis jirovecii (species)	Taphrinomycotina	Pneumocystomycetes	Pneumocystales	Pneumocystaceae	Pneumocystis
A5DHA1	A5DHA1_PICGU	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 PGUG_02652	Meyerozyma guilliermondii (strain ATCC 6260 / CBS 566 / DSM 6381 / JCM 1539 / NBRC 10279 / NRRL Y-324) (Yeast) (Candida guilliermondii)	294746	722	unreviewed	5.0	A5DHA1;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Pichiomycetes (class), Serinales (order), Debaryomycetaceae (family), Meyerozyma (genus), Meyerozyma guilliermondii (species)	Saccharomycotina	Pichiomycetes	Serinales	Debaryomycetaceae	Meyerozyma
B6K513	B6K513_SCHJY	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	pfh1 PIF1 SJAG_03780	Schizosaccharomyces japonicus (strain yFS275 / FY16936) (Fission yeast)	402676	807	unreviewed	5.0	B6K513;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), Taphrinomycotina (subphylum), Schizosaccharomycetes (class), Schizosaccharomycetales (order), Schizosaccharomycetaceae (family), Schizosaccharomyces (genus), Schizosaccharomyces japonicus (species)	Taphrinomycotina	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces
G8JMQ5	G8JMQ5_ERECY	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 Ecym_1159	Eremothecium cymbalariae (strain CBS 270.75 / DBVPG 7215 / KCTC 17166 / NRRL Y-17582) (Yeast)	931890	884	unreviewed	5.0	G8JMQ5;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), Saccharomycetaceae (family), Eremothecium (genus), Eremothecium cymbalariae (species)	Saccharomycotina	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Eremothecium
H2AZM3	H2AZM3_KAZAF	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	KAFR0I00420 PIF1 KAFR_0I00420	Kazachstania africana (strain ATCC 22294 / BCRC 22015 / CBS 2517 / CECT 1963 / NBRC 1671 / NRRL Y-8276) (Yeast) (Kluyveromyces africanus)	1071382	823	unreviewed	5.0	H2AZM3;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), Saccharomycetaceae (family), Kazachstania (genus), Kazachstania africana (species)	Saccharomycotina	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania
J7S6X7	J7S6X7_HUIN7	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	KNAG0E03960 PIF1 KNAG_0E03960	Huiozyma naganishii (strain ATCC MYA-139 / BCRC 22969 / CBS 8797 / KCTC 17520 / NBRC 10181 / NCYC 3082 / Yp74L-3) (Yeast) (Kazachstania naganishii)	1071383	853	unreviewed	5.0	J7S6X7;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), Saccharomycetaceae (family), Huiozyma (genus), Huiozyma naganishii (species)	Saccharomycotina	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Huiozyma
M7P7M8	M7P7M8_PNEMU	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 PNEG_02041	Pneumocystis murina (strain B123) (Mouse pneumocystis pneumonia agent) (Pneumocystis carinii f. sp. muris)	1069680	801	unreviewed	5.0	M7P7M8;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), Taphrinomycotina (subphylum), Pneumocystomycetes (class), Pneumocystales (order), Pneumocystaceae (family), Pneumocystis (genus), Pneumocystis murina (species)	Taphrinomycotina	Pneumocystomycetes	Pneumocystales	Pneumocystaceae	Pneumocystis
A0A0A8L254	A0A0A8L254_9SACH	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 KLDO_g564	Kluyveromyces dobzhanskii CBS 2104	1427455	823	unreviewed	4.0	A0A0A8L254;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), Saccharomycetaceae (family), Kluyveromyces (genus), Kluyveromyces dobzhanskii (species)	Saccharomycotina	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces
A0A0A8L495	A0A0A8L495_9SACH	ATP-dependent DNA helicase RRM3 (EC 5.6.2.3) (DNA 5'-3' helicase RRM3) (rDNA recombination mutation protein 3)	RRM3 KLDO_g2157	Kluyveromyces dobzhanskii CBS 2104	1427455	711	unreviewed	4.0	A0A0A8L495;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), Saccharomycetaceae (family), Kluyveromyces (genus), Kluyveromyces dobzhanskii (species)	Saccharomycotina	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces
A0A0E9NJD1	A0A0E9NJD1_SAICN	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 G7K_4112-t1	Saitoella complicata (strain BCRC 22490 / CBS 7301 / JCM 7358 / NBRC 10748 / NRRL Y-17804)	698492	951	unreviewed	4.0	A0A0E9NJD1;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), Taphrinomycotina (subphylum), Taphrinomycotina incertae sedis (no rank), Saitoella (genus), Saitoella complicata (species)	Taphrinomycotina				Saitoella
A0A0X8HVB8	A0A0X8HVB8_9SACH	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 AW171_hschr74080	Eremothecium sinecaudum	45286	834	unreviewed	4.0	A0A0X8HVB8;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), Saccharomycetaceae (family), Eremothecium (genus)	Saccharomycotina	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Eremothecium
A0A167DT29	A0A167DT29_9ASCO	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	RRM3 PIF1 AWJ20_1545	Sugiyamaella lignohabitans	796027	706	unreviewed	4.0	A0A167DT29;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Dipodascomycetes (class), Dipodascales (order), Trichomonascaceae (family), Sugiyamaella (genus)	Saccharomycotina	Dipodascomycetes	Dipodascales	Trichomonascaceae	Sugiyamaella
A0A1B2JBB9	A0A1B2JBB9_PICPA	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 ATY40_BA7502738	Komagataella pastoris (Yeast) (Pichia pastoris)	4922	820	unreviewed	4.0	A0A1B2JBB9;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Pichiomycetes (class), Pichiales (order), Pichiaceae (family), Komagataella (genus)	Saccharomycotina	Pichiomycetes	Pichiales	Pichiaceae	Komagataella
A0A1G4J9Z3	A0A1G4J9Z3_9SACH	ATP-dependent DNA helicase RRM3 (EC 5.6.2.3) (DNA 5'-3' helicase RRM3) (rDNA recombination mutation protein 3)	RRM3 LAMI_0D03378G	Lachancea mirantina	1230905	696	unreviewed	4.0	A0A1G4J9Z3;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), Saccharomycetaceae (family), Lachancea (genus)	Saccharomycotina	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea
A0A1G4M6R4	A0A1G4M6R4_LACFM	ATP-dependent DNA helicase RRM3 (EC 5.6.2.3) (DNA 5'-3' helicase RRM3) (rDNA recombination mutation protein 3)	RRM3 LAFE_0A04544G	Lachancea fermentati (Zygosaccharomyces fermentati)	4955	701	unreviewed	4.0	A0A1G4M6R4;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), Saccharomycetaceae (family), Lachancea (genus)	Saccharomycotina	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea
