batch,order,job_name,accession,construct,range,full_len,model_len,n_subst,group,organism
1,69,recq_A0A0D0ASD7,A0A0D0ASD7,full,1-1084,1084,1084,0,euk,Suillus luteus UH-Slu-Lm8-n1
1,70,recq_A0A0P0UTH4,A0A0P0UTH4,full,1-732,732,732,0,bac,endosymbiont of Bathymodiolus septemdierum str. Myojin knoll
1,71,recq_A0A0D0DNS5,A0A0D0DNS5,full,1-1188,1188,1188,0,euk,Paxillus rubicundulus Ve08.2h10
1,72,recq_A0A0P9C5D5,A0A0P9C5D5,full,1-601,601,601,0,bac,Thiohalorhabdus denitrificans
1,73,recq_A0A0D2AL92,A0A0D2AL92,full,1-1629,1629,1629,0,euk,Verruconis gallopava
1,74,recq_A0A0Q4B795,A0A0Q4B795,full,1-731,731,731,0,bac,Candidatus [Bacteroides] periocalifornicus
1,75,recq_A0A0D2U9D7,A0A0D2U9D7,full,1-1771,1771,1771,0,euk,Capsaspora owczarzaki (strain ATCC 30864)
1,76,recq_A0A0S2I0X3,A0A0S2I0X3,full,1-729,729,729,0,bac,Salinivirga cyanobacteriivorans
1,77,recq_A0A0D8Y462,A0A0D8Y462,full,1-992,992,992,0,euk,Dictyocaulus viviparus (Bovine lungworm)
1,78,recq_A0A0S2KAC8,A0A0S2KAC8,full,1-606,606,606,0,bac,Pseudohongiella spirulinae
1,79,recq_A0A0E9NJY8,A0A0E9NJY8,full,1-1458,1458,1458,0,euk,Saitoella complicata (strain BCRC 22490 / CBS 7301 / JCM 7358 / NBRC 10748 / NRRL Y-17804)
1,80,recq_A0A0S2TCF1,A0A0S2TCF1,full,1-711,711,711,0,bac,Candidatus Tenderia electrophaga
1,81,recq_A0A0F8BY45,A0A0F8BY45,full,1-1276,1276,1276,0,euk,Ceratocystis fimbriata f. sp. platani
1,82,recq_A0A0S7BD37,A0A0S7BD37,full,1-922,922,922,0,bac,Longilinea arvoryzae
1,83,recq_A0A0G2EG15,A0A0G2EG15,full,1-1534,1534,1534,0,euk,Phaeomoniella chlamydospora (Phaeoacremonium chlamydosporum)
1,84,recq_A0A0S7C321,A0A0S7C321,full,1-731,731,731,0,bac,Lentimicrobium saccharophilum
1,85,recq_A0A0G2HU27,A0A0G2HU27,full,1-1152,1152,1152,0,euk,Diaporthe ampelina
1,86,recq_A0A0U5JD95,A0A0U5JD95,full,1-725,725,725,0,bac,Candidatus Protochlamydia naegleriophila
1,87,recq_A0A0J0XW43,A0A0J0XW43,full,1-1159,1159,1159,0,euk,Cutaneotrichosporon oleaginosum
1,88,recq_A0A0X8H0L1,A0A0X8H0L1,full,1-707,707,707,0,bac,Erysipelothrix larvae
1,89,recq_A0A0J9X742,A0A0J9X742,full,1-976,976,976,0,euk,Geotrichum candidum (Oospora lactis) (Dipodascus geotrichum)
1,90,recq_A0A133XH79,A0A133XH79,full,1-608,608,608,0,bac,Dechloromonas denitrificans
1,91,recq_A0A0K9NWB4,A0A0K9NWB4,full,1-1112,1112,1112,0,euk,Zostera marina (Eelgrass)
1,92,recq_A0A139SXW9,A0A139SXW9,full,1-703,703,703,0,bac,Ventosimonas gracilis
1,93,recq_A0A0L0DJN9,A0A0L0DJN9,full,1-1023,1023,1023,0,euk,Thecamonas trahens ATCC 50062
1,94,recq_A0A143PP50,A0A143PP50,full,1-613,613,613,0,bac,Luteitalea pratensis
1,95,recq_A0A0L0G6T1,A0A0L0G6T1,full,1-725,725,725,0,euk,Sphaeroforma arctica JP610
1,96,recq_A0A146G7L9,A0A146G7L9,full,1-608,608,608,0,bac,Terrimicrobium sacchariphilum
1,97,recq_A0A0L0HBP5,A0A0L0HBP5,full,1-1150,1150,1150,0,euk,Spizellomyces punctatus (strain DAOM BR117)
1,98,recq_A0A154WGD0,A0A154WGD0,full,1-611,611,611,0,bac,Oceanibaculum pacificum
1,99,recq_A0A0L0T335,A0A0L0T335,full,1-967,967,967,0,euk,Allomyces macrogynus (strain ATCC 38327) (Allomyces javanicus var. macrogynus)
2,100,recq_A0A160MXF8,A0A160MXF8,full,1-636,636,636,0,bac,Dyella thiooxydans
2,101,recq_A0A0M0JR43,A0A0M0JR43,full,1-766,766,766,0,euk,Chrysochromulina tobinii
2,102,recq_A0A160T2S6,A0A160T2S6,full,1-977,977,977,0,bac,Candidatus Promineifilum breve
2,103,recq_A0A0M8MUD0,A0A0M8MUD0,full,1-976,976,976,0,euk,Escovopsis weberi
2,104,recq_A0A165B2T3,A0A165B2T3,full,1-618,618,618,0,bac,Candidatus Synechococcus spongiarum
2,105,recq_A0A0M8ZT91,A0A0M8ZT91,full,1-1277,1277,1277,0,euk,Melipona quadrifasciata
2,106,recq_A0A191ZG12,A0A191ZG12,full,1-610,610,610,0,bac,Halothiobacillus diazotrophicus
2,107,recq_A0A0N5CRQ2,A0A0N5CRQ2,full,1-1036,1036,1036,0,euk,Thelazia callipaeda (Oriental eyeworm) (Parasitic nematode)
2,108,recq_A0A193LGI2,A0A193LGI2,full,1-602,602,602,0,bac,Woeseia oceani
2,109,recq_A0A0V1GUM1,A0A0V1GUM1,full,1-1138,1138,1138,0,euk,Trichinella zimbabwensis
2,110,recq_A0A194AH66,A0A194AH66,full,1-738,738,738,0,bac,Desulfoplanes formicivorans
2,111,recq_A0A137PHZ7,A0A137PHZ7,full,1-993,993,993,0,euk,Conidiobolus coronatus (strain ATCC 28846 / CBS 209.66 / NRRL 28638) (Delacroixia coronata)
2,112,recq_A0A1A6C1R1,A0A1A6C1R1,full,1-715,715,715,0,bac,Acidihalobacter prosperus
2,113,recq_A0A139AWE5,A0A139AWE5,full,1-974,974,974,0,euk,Gonapodya prolifera (strain JEL478) (Monoblepharis prolifera)
2,114,recq_A0A1B1S8G6,A0A1B1S8G6,full,1-727,727,727,0,bac,Muribaculum intestinale
2,115,recq_A0A139WEI1,A0A139WEI1,full,1-1276,1276,1276,0,euk,Tribolium castaneum (Red flour beetle)
2,116,recq_A0A1B1YWJ2,A0A1B1YWJ2,full,1-602,602,602,0,bac,Immundisolibacter cernigliae
2,117,recq_A0A151WVC8,A0A151WVC8,full,1-1260,1260,1260,0,euk,Mycetomoellerius zeteki
2,118,recq_A0A1B4XJF1,A0A1B4XJF1,full,1-628,628,628,0,bac,Sulfuricaulis limicola
2,119,recq_A0A152A3C8,A0A152A3C8,full,1-1171,1171,1171,0,euk,Tieghemostelium lacteum (Slime mold) (Dictyostelium lacteum)
2,120,recq_A0A1B7LKK4,A0A1B7LKK4,full,1-764,764,764,0,bac,Desulfotomaculum copahuensis
2,121,recq_A0A165D7V9,A0A165D7V9,full,1-1199,1199,1199,0,euk,Exidia glandulosa HHB12029
2,122,recq_A0A1D7TL41,A0A1D7TL41,full,1-596,596,596,0,bac,Sulfurospirillum halorespirans DSM 13726
2,123,recq_A0A165H8A8,A0A165H8A8,full,1-1251,1251,1251,0,euk,Calocera cornea HHB12733
2,124,recq_A0A1D8GHK1,A0A1D8GHK1,full,1-718,718,718,0,bac,Geosporobacter ferrireducens
2,125,recq_A0A165I4A3,A0A165I4A3,full,1-1822,1822,1822,0,euk,Xylona heveae (strain CBS 132557 / TC161)
2,126,recq_A0A1D9MF25,A0A1D9MF25,full,1-691,691,691,0,bac,Rhodobacter xanthinilyticus
2,127,recq_A0A167PY74,A0A167PY74,full,1-632,632,632,0,euk,Phycomyces blakesleeanus (strain ATCC 8743b / DSM 1359 / FGSC 10004 / NBRC 33097 / NRRL 1555)
2,128,recq_A0A1E2UKR5,A0A1E2UKR5,full,1-716,716,716,0,bac,Candidatus Thiodiazotropha endoloripes
2,129,recq_A0A167VJU6,A0A167VJU6,full,1-1932,1932,1932,0,euk,Niveomyces insectorum RCEF 264
2,130,recq_A0A1E3GTK6,A0A1E3GTK6,full,1-708,708,708,0,bac,Methylophaga muralis
2,131,recq_A0A167WVR7,A0A167WVR7,full,1-1579,1579,1579,0,euk,Ascosphaera apis ARSEF 7405
2,132,recq_A0A1E5G2T0,A0A1E5G2T0,full,1-713,713,713,0,bac,Desulfuribacillus alkaliarsenatis
2,133,recq_A0A175W148,A0A175W148,full,1-1830,1830,1830,0,euk,Madurella mycetomatis
2,134,recq_A0A1E5Q5E1,A0A1E5Q5E1,full,1-601,601,601,0,bac,Magnetovibrio blakemorei
2,135,recq_A0A176W8T9,A0A176W8T9,full,1-906,906,906,0,euk,Marchantia polymorpha subsp. ruderalis
2,136,recq_A0A1G5QNZ4,A0A1G5QNZ4,full,1-604,604,604,0,bac,Thiohalomonas denitrificans
2,137,recq_A0A183GHT7,A0A183GHT7,full,1-559,559,559,0,euk,Heligmosomoides polygyrus (Parasitic roundworm)
2,138,recq_A0A1G5S623,A0A1G5S623,full,1-653,653,653,0,bac,Acidaminobacter hydrogenoformans DSM 2784
2,139,recq_A0A183T2Q8,A0A183T2Q8,full,1-634,634,634,0,euk,Schistocephalus solidus (Tapeworm)
2,140,recq_A0A1G6D544,A0A1G6D544,full,1-962,962,962,0,bac,Desulfonatronum thiosulfatophilum
2,141,recq_A0A197JT88,A0A197JT88,full,1-1219,1219,1219,0,euk,Linnemannia elongata AG-77
2,142,recq_A0A1G6PNU2,A0A1G6PNU2,full,1-729,729,729,0,bac,Williamwhitmania taraxaci
2,143,recq_A0A1A0HF03,A0A1A0HF03,full,1-1033,1033,1033,0,euk,Metschnikowia bicuspidata var. bicuspidata NRRL YB-4993
2,144,recq_A0A1G6UFB1,A0A1G6UFB1,full,1-605,605,605,0,bac,Kordiimonas lacus
2,145,recq_A0A1B0CAN7,A0A1B0CAN7,full,1-1893,1893,1893,0,euk,Lutzomyia longipalpis (Sand fly)
2,146,recq_A0A1G7B3J0,A0A1G7B3J0,full,1-744,744,744,0,bac,Riemerella columbipharyngis
2,147,recq_A0A1C1CCS2,A0A1C1CCS2,full,1-1642,1642,1642,0,euk,Cladophialophora carrionii
2,148,recq_A0A1G8XS71,A0A1G8XS71,full,1-728,728,728,0,bac,Catalinimonas alkaloidigena
2,149,recq_A0A1C7NRG6,A0A1C7NRG6,full,1-1058,1058,1058,0,euk,Choanephora cucurbitarum
2,150,recq_A0A1G9DR13,A0A1G9DR13,full,1-608,608,608,0,bac,Lacicoccus qingdaonensis
2,151,recq_A0A1D1V4H7,A0A1D1V4H7,full,1-1259,1259,1259,0,euk,Ramazzottius varieornatus (Water bear) (Tardigrade)
2,152,recq_A0A1G9MVS0,A0A1G9MVS0,full,1-772,772,772,0,bac,Siphonobacter aquaeclarae
2,153,recq_A0A1D2VH39,A0A1D2VH39,full,1-1577,1577,1577,0,euk,Ascoidea rubescens DSM 1968
2,154,recq_A0A1H1LQ87,A0A1H1LQ87,full,1-618,618,618,0,bac,Nocardioides scoriae
2,155,recq_A0A1E3NYV0,A0A1E3NYV0,full,1-589,589,589,0,euk,Wickerhamomyces anomalus (strain ATCC 58044 / CBS 1984 / NCYC 433 / NRRL Y-366-8) (Yeast) (Hansenula anomala)
2,156,recq_A0A1H2VWM2,A0A1H2VWM2,full,1-712,712,712,0,bac,Litoreibacter albidus
2,157,recq_A0A1E3PG93,A0A1E3PG93,full,1-770,770,770,0,euk,Nadsonia fulvescens var. elongata DSM 6958
2,158,recq_A0A1H3VLN1,A0A1H3VLN1,full,1-613,613,613,0,bac,Desulfuromusa kysingii
2,159,recq_A0A1E3QZC2,A0A1E3QZC2,full,1-768,768,768,0,euk,Babjeviella inositovora NRRL Y-12698
2,160,recq_A0A1H4F9C9,A0A1H4F9C9,full,1-628,628,628,0,bac,Lonsdalea quercina
2,161,recq_A0A1E4TE35,A0A1E4TE35,full,1-501,501,501,0,euk,Tortispora caseinolytica NRRL Y-17796
2,162,recq_A0A1H6U6J9,A0A1H6U6J9,full,1-718,718,718,0,bac,Propionispira arboris
2,163,recq_A0A1E4U130,A0A1E4U130,full,1-1610,1610,1610,0,euk,Pachysolen tannophilus NRRL Y-2460
2,164,recq_A0A1H8PP60,A0A1H8PP60,full,1-740,740,740,0,bac,Propionispora vibrioides
2,165,recq_A0A1I7ST65,A0A1I7ST65,full,1-877,877,877,0,euk,Bursaphelenchus xylophilus (Pinewood nematode worm) (Aphelenchoides xylophilus)
2,166,recq_A0A1H9GVG2,A0A1H9GVG2,full,1-725,725,725,0,bac,Amphritea atlantica
2,167,recq_A0A1I7WC35,A0A1I7WC35,full,1-2043,2043,2043,0,euk,Heterorhabditis bacteriophora (Entomopathogenic nematode worm)
2,168,recq_A0A1H9HQT8,A0A1H9HQT8,full,1-622,622,622,0,bac,Faunimonas pinastri
2,169,recq_A0A1J4JIF8,A0A1J4JIF8,full,1-1148,1148,1148,0,euk,Tritrichomonas foetus
2,170,recq_A0A1I0CSQ0,A0A1I0CSQ0,full,1-647,647,647,0,bac,Thorsellia anophelis DSM 18579
2,171,recq_A0A1J8R9H4,A0A1J8R9H4,full,1-1088,1088,1088,0,euk,Rhizopogon vesiculosus
2,172,recq_A0A1I0HCG4,A0A1I0HCG4,full,1-886,886,886,0,bac,Enterocloster lavalensis
2,173,recq_A0A1L0CS80,A0A1L0CS80,full,1-1147,1147,1147,0,euk,Hanseniaspora guilliermondii
2,174,recq_A0A1I0M9G4,A0A1I0M9G4,full,1-732,732,732,0,bac,Roseivirga pacifica
2,175,recq_A0A1M2W362,A0A1M2W362,full,1-1191,1191,1191,0,euk,Trametes pubescens (White-rot fungus)
2,176,recq_A0A1I1IKW5,A0A1I1IKW5,full,1-730,730,730,0,bac,Flexibacter flexilis DSM 6793
2,177,recq_A0A1M8A9H4,A0A1M8A9H4,full,1-921,921,921,0,euk,Malassezia sympodialis (strain ATCC 42132) (Atopic eczema-associated yeast)
2,178,recq_A0A1I1VUW1,A0A1I1VUW1,full,1-606,606,606,0,bac,Thiohalospira halophila DSM 15071
2,179,recq_A0A1Q3AZM1,A0A1Q3AZM1,full,1-1181,1181,1181,0,euk,Cephalotus follicularis (Albany pitcher plant)
2,180,recq_A0A1I2D684,A0A1I2D684,full,1-737,737,737,0,bac,Thermoflexibacter ruber
2,181,recq_A0A1R0H802,A0A1R0H802,full,1-1088,1088,1088,0,euk,Smittium mucronatum
2,182,recq_A0A1I2NUQ3,A0A1I2NUQ3,full,1-715,715,715,0,bac,Desulfotruncus arcticus DSM 17038
2,183,recq_A0A1R2BHR5,A0A1R2BHR5,full,1-926,926,926,0,euk,Stentor coeruleus
2,184,recq_A0A1I3QJ50,A0A1I3QJ50,full,1-748,748,748,0,bac,Desulfomicrobium apsheronum
2,185,recq_A0A1S3EUP5,A0A1S3EUP5,full,1-1034,1034,1034,0,euk,Dipodomys ordii (Ord's kangaroo rat)
2,186,recq_A0A1I4U1N9,A0A1I4U1N9,full,1-648,648,648,0,bac,Nitrosomonas nitrosa
2,187,recq_A0A1U7TXA0,A0A1U7TXA0,full,1-1413,1413,1413,0,euk,Carlito syrichta (Philippine tarsier) (Tarsius syrichta)
2,188,recq_A0A1I4ZKX2,A0A1I4ZKX2,full,1-618,618,618,0,bac,Izhakiella capsodis
2,189,recq_A0A1U8B1H9,A0A1U8B1H9,full,1-1233,1233,1233,0,euk,Nelumbo nucifera (Sacred lotus)
2,190,recq_A0A1I5AKD4,A0A1I5AKD4,full,1-755,755,755,0,bac,Algoriphagus ornithinivorans
2,191,recq_A0A1V2L719,A0A1V2L719,full,1-1229,1229,1229,0,euk,Cyberlindnera fabianii (Yeast) (Hansenula fabianii)
2,192,recq_A0A1I5D7G2,A0A1I5D7G2,full,1-642,642,642,0,bac,Cohaesibacter marisflavi
2,193,recq_A0A1W0ABS8,A0A1W0ABS8,full,1-1245,1245,1245,0,euk,Thraustotheca clavata
2,194,recq_A0A1I5VSU4,A0A1I5VSU4,full,1-785,785,785,0,bac,Pseudarcicella hirudinis
2,195,recq_A0A1W5CYN6,A0A1W5CYN6,full,1-1787,1787,1787,0,euk,Lasallia pustulata
2,196,recq_A0A1I5Z8U4,A0A1I5Z8U4,full,1-908,908,908,0,bac,Hymenobacter arizonensis (Siccationidurans arizonensis)
2,197,recq_A0A1X0QA46,A0A1X0QA46,full,1-709,709,709,0,euk,Hepatospora eriocheir
2,198,recq_A0A1I6GRU5,A0A1I6GRU5,full,1-657,657,657,0,bac,Marinobacter daqiaonensis
2,199,recq_A0A1X2HR09,A0A1X2HR09,full,1-1001,1001,1001,0,euk,Syncephalastrum racemosum (Filamentous fungus)
3,200,recq_A0A1J1E810,A0A1J1E810,full,1-733,733,733,0,bac,Ichthyobacterium seriolicida
3,201,recq_A0A1X2IEX8,A0A1X2IEX8,full,1-1212,1212,1212,0,euk,Absidia repens
3,202,recq_A0A1L3GRT7,A0A1L3GRT7,full,1-599,599,599,0,bac,Syntrophotalea acetylenivorans
3,203,recq_A0A1Y1IA94,A0A1Y1IA94,full,1-1081,1081,1081,0,euk,Klebsormidium nitens (Green alga) (Ulothrix nitens)
3,204,recq_A0A1L9QUZ5,A0A1L9QUZ5,full,1-720,720,720,0,bac,Roseofilum reptotaenium AO1-A
3,205,recq_A0A1Y1S853,A0A1Y1S853,full,1-910,910,910,0,euk,Enterospora canceri
3,206,recq_A0A1M4XQ64,A0A1M4XQ64,full,1-721,721,721,0,bac,Tissierella praeacuta DSM 18095
3,207,recq_A0A1Y1U888,A0A1Y1U888,full,1-1260,1260,1260,0,euk,Kockovaella imperatae
3,208,recq_A0A1M4Y951,A0A1M4Y951,full,1-968,968,968,0,bac,Desulfacinum infernum DSM 9756
3,209,recq_A0A1Y1W227,A0A1Y1W227,full,1-1167,1167,1167,0,euk,Linderina pennispora
3,210,recq_A0A1M5SR35,A0A1M5SR35,full,1-724,724,724,0,bac,Sporanaerobacter acetigenes DSM 13106
3,211,recq_A0A1Y1WQ37,A0A1Y1WQ37,full,1-1194,1194,1194,0,euk,Anaeromyces robustus
3,212,recq_A0A1M5WI02,A0A1M5WI02,full,1-742,742,742,0,bac,Chryseolinea serpens
3,213,recq_A0A1Y1WU27,A0A1Y1WU27,full,1-797,797,797,0,euk,Basidiobolus meristosporus CBS 931.73
3,214,recq_A0A1M5Y074,A0A1M5Y074,full,1-603,603,603,0,bac,Desulfofustis glycolicus DSM 9705
3,215,recq_A0A1Y1ZP50,A0A1Y1ZP50,full,1-1736,1736,1736,0,euk,Clohesyomyces aquaticus
3,216,recq_A0A1M6RBA8,A0A1M6RBA8,full,1-618,618,618,0,bac,Fibrobacter intestinalis
3,217,recq_A0A1Y2B2Q1,A0A1Y2B2Q1,full,1-1221,1221,1221,0,euk,Naematelia encephala
3,218,recq_A0A1N7MP06,A0A1N7MP06,full,1-605,605,605,0,bac,Insolitispirillum peregrinum
3,219,recq_A0A1Y2DSG3,A0A1Y2DSG3,full,1-1776,1776,1776,0,euk,Pseudomassariella vexata
3,220,recq_A0A1Q2MGQ7,A0A1Q2MGQ7,full,1-610,610,610,0,bac,Limihaloglobus sulfuriphilus
3,221,recq_A0A1Y2F0I3,A0A1Y2F0I3,full,1-1406,1406,1406,0,euk,Protomyces lactucae-debilis
3,222,recq_A0A1R3SVW1,A0A1R3SVW1,full,1-747,747,747,0,bac,Proteiniphilum saccharofermentans
3,223,recq_A0A1Y2I3R0,A0A1Y2I3R0,full,1-1210,1210,1210,0,euk,Catenaria anguillulae PL171
3,224,recq_A0A1R4HFK0,A0A1R4HFK0,full,1-713,713,713,0,bac,Crenothrix polyspora
3,225,recq_A0A232EYZ7,A0A232EYZ7,full,1-1241,1241,1241,0,euk,Trichomalopsis sarcophagae
3,226,recq_A0A1T4XFA2,A0A1T4XFA2,full,1-765,765,765,0,bac,Gemmiger formicilis
3,227,recq_A0A232LY13,A0A232LY13,full,1-1489,1489,1489,0,euk,Elaphomyces granulatus
3,228,recq_A0A1T5CYS7,A0A1T5CYS7,full,1-602,602,602,0,bac,Acetoanaerobium noterae
