Entry	Entry Name	Protein names	Gene Names	Organism	Organism (ID)	Length	Reviewed	Annotation	AlphaFoldDB	Taxonomic lineage	subphylum	class	order	family	genus
A0A8H7S720	A0A8H7S720_9FUNG	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 INT45_013115	Circinella minor	1195481	783	unreviewed	4.0	A0A8H7S720;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mucoromycotina (subphylum), Mucoromycetes (class), Mucorales (order), Lichtheimiaceae (family), Circinella (genus)	Mucoromycotina	Mucoromycetes	Mucorales	Lichtheimiaceae	Circinella
A0A9N8ZJ08	A0A9N8ZJ08_9GLOM	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 AGERDE_LOCUS4072	Ambispora gerdemannii	144530	739	unreviewed	4.0	A0A9N8ZJ08;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Glomeromycotina (subphylum), Glomeromycetes (class), Archaeosporales (order), Ambisporaceae (family), Ambispora (genus)	Glomeromycotina	Glomeromycetes	Archaeosporales	Ambisporaceae	Ambispora
A0A9P3HK37	A0A9P3HK37_9FUNG	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 EMPS_10553	Entomortierella parvispora	205924	1080	unreviewed	4.0	A0A9P3HK37;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mortierellomycotina (subphylum), Mortierellomycetes (class), Mortierellales (order), Mortierellaceae (family), Entomortierella (genus)	Mortierellomycotina	Mortierellomycetes	Mortierellales	Mortierellaceae	Entomortierella
A0A9P3HK44	A0A9P3HK44_9FUNG	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 EMPS_10554	Entomortierella parvispora	205924	957	unreviewed	4.0	A0A9P3HK44;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mortierellomycotina (subphylum), Mortierellomycetes (class), Mortierellales (order), Mortierellaceae (family), Entomortierella (genus)	Mortierellomycotina	Mortierellomycetes	Mortierellales	Mortierellaceae	Entomortierella
A0A9P7BV71	A0A9P7BV71_RHIOR	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 G6F64_003526	Rhizopus oryzae (Mucormycosis agent) (Rhizopus arrhizus var. delemar)	64495	728	unreviewed	4.0	A0A9P7BV71;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mucoromycotina (subphylum), Mucoromycetes (class), Mucorales (order), Mucorineae (suborder), Rhizopodaceae (family), Rhizopus (genus)	Mucoromycotina	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus
A0AAN7D3L5	A0AAN7D3L5_9FUNG	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 ATC70_006246	Mucor velutinosus	708070	756	unreviewed	4.0	A0AAN7D3L5;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mucoromycotina (subphylum), Mucoromycetes (class), Mucorales (order), Mucorineae (suborder), Mucoraceae (family), Mucor (genus)	Mucoromycotina	Mucoromycetes	Mucorales	Mucoraceae	Mucor
A0A0B7N3L9	A0A0B7N3L9_9FUNG	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PARPA_03734.1 scaffold 9273 PIF1	Parasitella parasitica	35722	741	unreviewed	4.0	A0A0B7N3L9;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mucoromycotina (subphylum), Mucoromycetes (class), Mucorales (order), Mucorineae (suborder), Mucoraceae (family), Parasitella (genus)	Mucoromycotina	Mucoromycetes	Mucorales	Mucoraceae	Parasitella
A0A8H7QRS8	A0A8H7QRS8_9FUNG	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 INT46_001609	Mucor plumbeus	97098	741	unreviewed	4.0	A0A8H7QRS8;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mucoromycotina (subphylum), Mucoromycetes (class), Mucorales (order), Mucorineae (suborder), Mucoraceae (family), Mucor (genus)	Mucoromycotina	Mucoromycetes	Mucorales	Mucoraceae	Mucor
A0A8H7RPV3	A0A8H7RPV3_9FUNG	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 INT46_007869	Mucor plumbeus	97098	629	unreviewed	4.0	A0A8H7RPV3;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mucoromycotina (subphylum), Mucoromycetes (class), Mucorales (order), Mucorineae (suborder), Mucoraceae (family), Mucor (genus)	Mucoromycotina	Mucoromycetes	Mucorales	Mucoraceae	Mucor
A0A1C7NKC8	A0A1C7NKC8_9FUNG	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	pfh1_1 PIF1 A0J61_02441	Choanephora cucurbitarum	101091	732	unreviewed	4.0	A0A1C7NKC8;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mucoromycotina (subphylum), Mucoromycetes (class), Mucorales (order), Mucorineae (suborder), Choanephoraceae (family), Choanephoroideae (subfamily), Choanephora (genus)	Mucoromycotina	Mucoromycetes	Mucorales	Choanephoraceae	Choanephora
A0A1C7NS85	A0A1C7NS85_9FUNG	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	pfh1_0 PIF1 A0J61_01837	Choanephora cucurbitarum	101091	520	unreviewed	4.0	A0A1C7NS85;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mucoromycotina (subphylum), Mucoromycetes (class), Mucorales (order), Mucorineae (suborder), Choanephoraceae (family), Choanephoroideae (subfamily), Choanephora (genus)	Mucoromycotina	Mucoromycetes	Mucorales	Choanephoraceae	Choanephora
A0A9N8Z8P5	A0A9N8Z8P5_9GLOM	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 DEBURN_LOCUS3266	Diversispora eburnea	1213867	728	unreviewed	4.0	A0A9N8Z8P5;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Glomeromycotina (subphylum), Glomeromycetes (class), Diversisporales (order), Diversisporaceae (family), Diversispora (genus)	Glomeromycotina	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora
A0A9N8ZA40	A0A9N8ZA40_FUNMO	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 FMOSSE_LOCUS3195	Funneliformis mosseae (Endomycorrhizal fungus) (Glomus mosseae)	27381	656	unreviewed	4.0	A0A9N8ZA40;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Glomeromycotina (subphylum), Glomeromycetes (class), Glomerales (order), Glomeraceae (family), Funneliformis (genus)	Glomeromycotina	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis
A0A9W4WTA5	A0A9W4WTA5_9GLOM	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 FWILDA_LOCUS8000	Funneliformis geosporum	1117311	665	unreviewed	4.0	A0A9W4WTA5;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Glomeromycotina (subphylum), Glomeromycetes (class), Glomerales (order), Glomeraceae (family), Funneliformis (genus)	Glomeromycotina	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis
A0AAD7XWI0	A0AAD7XWI0_9FUNG	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 O0I10_008839	Lichtheimia ornata	688661	730	unreviewed	4.0	A0AAD7XWI0;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mucoromycotina (subphylum), Mucoromycetes (class), Mucorales (order), Lichtheimiaceae (family), Lichtheimia (genus)	Mucoromycotina	Mucoromycetes	Mucorales	Lichtheimiaceae	Lichtheimia
A0A015N2M8	A0A015N2M8_RHIIW	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 RirG_060660	Rhizophagus irregularis (strain DAOM 197198w) (Glomus intraradices)	1432141	656	unreviewed	4.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Glomeromycotina (subphylum), Glomeromycetes (class), Glomerales (order), Glomeraceae (family), Rhizophagus (genus), Rhizophagus irregularis (species)	Glomeromycotina	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus
A0A2Z6Q637	A0A2Z6Q637_9GLOM	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 RclHR1_01160019	Rhizophagus clarus	94130	648	unreviewed	4.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Glomeromycotina (subphylum), Glomeromycetes (class), Glomerales (order), Glomeraceae (family), Rhizophagus (genus)	Glomeromycotina	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus
A0A8H4A8B1	A0A8H4A8B1_GIGMA	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 F8M41_002665	Gigaspora margarita	4874	643	unreviewed	4.0	A0A8H4A8B1;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Glomeromycotina (subphylum), Glomeromycetes (class), Diversisporales (order), Gigasporaceae (family), Gigaspora (genus)	Glomeromycotina	Glomeromycetes	Diversisporales	Gigasporaceae	Gigaspora
A0A9P3HAH0	A0A9P3HAH0_9FUNG	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 EMPS_05308	Entomortierella parvispora	205924	1094	unreviewed	4.0	A0A9P3HAH0;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mortierellomycotina (subphylum), Mortierellomycetes (class), Mortierellales (order), Mortierellaceae (family), Entomortierella (genus)	Mortierellomycotina	Mortierellomycetes	Mortierellales	Mortierellaceae	Entomortierella
A0AAN7D484	A0AAN7D484_9FUNG	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 ATC70_004882	Mucor velutinosus	708070	667	unreviewed	4.0	A0AAN7D484;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mucoromycotina (subphylum), Mucoromycetes (class), Mucorales (order), Mucorineae (suborder), Mucoraceae (family), Mucor (genus)	Mucoromycotina	Mucoromycetes	Mucorales	Mucoraceae	Mucor
A0A163JKT6	A0A163JKT6_ABSGL	ATP-dependent DNA helicase (EC 5.6.2.3)	ABSGL_05730.1 scaffold 7429	Absidia glauca (Pin mould)	4829	1100	unreviewed	3.0	A0A163JKT6;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mucoromycotina (subphylum), Mucoromycetes (class), Mucorales (order), Cunninghamellaceae (family), Absidia (genus)	Mucoromycotina	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia
A0A8H7VY99	A0A8H7VY99_9FUNG	ATP-dependent DNA helicase (EC 5.6.2.3)	INT48_005867	Thamnidium elegans	101142	1539	unreviewed	3.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mucoromycotina (subphylum), Mucoromycetes (class), Mucorales (order), Mucorineae (suborder), Mucoraceae (family), Thamnidium (genus)	Mucoromycotina	Mucoromycetes	Mucorales	Mucoraceae	Thamnidium
A0A9W4X7S7	A0A9W4X7S7_9GLOM	ATP-dependent DNA helicase (EC 5.6.2.3)	FWILDA_LOCUS15712	Funneliformis geosporum	1117311	745	unreviewed	3.0	A0A9W4X7S7;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Glomeromycotina (subphylum), Glomeromycetes (class), Glomerales (order), Glomeraceae (family), Funneliformis (genus)	Glomeromycotina	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis
A0AAN7DIL9	A0AAN7DIL9_9FUNG	ATP-dependent DNA helicase (EC 5.6.2.3)	MPS1 ATC70_001497	Mucor velutinosus	708070	720	unreviewed	3.0	A0AAN7DIL9;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mucoromycotina (subphylum), Mucoromycetes (class), Mucorales (order), Mucorineae (suborder), Mucoraceae (family), Mucor (genus)	Mucoromycotina	Mucoromycetes	Mucorales	Mucoraceae	Mucor
A0ABM8VWY2	A0ABM8VWY2_GIGMA	ATP-dependent DNA helicase (EC 5.6.2.3)	GMARGA_LOCUS599	Gigaspora margarita	4874	886	unreviewed	3.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Glomeromycotina (subphylum), Glomeromycetes (class), Diversisporales (order), Gigasporaceae (family), Gigaspora (genus)	Glomeromycotina	Glomeromycetes	Diversisporales	Gigasporaceae	Gigaspora
A0A163J913	A0A163J913_ABSGL	ATP-dependent DNA helicase (EC 5.6.2.3)	ABSGL_05775.1 scaffold 7482	Absidia glauca (Pin mould)	4829	1357	unreviewed	3.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mucoromycotina (subphylum), Mucoromycetes (class), Mucorales (order), Cunninghamellaceae (family), Absidia (genus)	Mucoromycotina	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia
A0A8H7Q1B8	A0A8H7Q1B8_MORIS	DNA 5'-3' helicase (EC 5.6.2.3)	INT43_006559	Mortierella isabellina (Filamentous fungus) (Umbelopsis isabellina)	91625	545	unreviewed	3.0	A0A8H7Q1B8;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mucoromycotina (subphylum), Umbelopsidomycetes (class), Umbelopsidales (order), Umbelopsidaceae (family), Umbelopsis (genus)	Mucoromycotina	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis
A0A163ME57	A0A163ME57_ABSGL	ATP-dependent DNA helicase (EC 5.6.2.3)	ABSGL_09859.1 scaffold 11783	Absidia glauca (Pin mould)	4829	564	unreviewed	3.0	A0A163ME57;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mucoromycotina (subphylum), Mucoromycetes (class), Mucorales (order), Cunninghamellaceae (family), Absidia (genus)	Mucoromycotina	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia
A0A8H7V860	A0A8H7V860_9FUNG	ATP-dependent DNA helicase (EC 5.6.2.3)	INT46_008327	Mucor plumbeus	97098	1578	unreviewed	3.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mucoromycotina (subphylum), Mucoromycetes (class), Mucorales (order), Mucorineae (suborder), Mucoraceae (family), Mucor (genus)	Mucoromycotina	Mucoromycetes	Mucorales	Mucoraceae	Mucor
A0A9N8VAK1	A0A9N8VAK1_9GLOM	ATP-dependent DNA helicase (EC 5.6.2.3)	RFULGI_LOCUS160	Racocetra fulgida	60492	1019	unreviewed	3.0	A0A9N8VAK1;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Glomeromycotina (subphylum), Glomeromycetes (class), Diversisporales (order), Gigasporaceae (family), Racocetra (genus)	Glomeromycotina	Glomeromycetes	Diversisporales	Gigasporaceae	Racocetra
A0A9W4WJ48	A0A9W4WJ48_9GLOM	ATP-dependent DNA helicase (EC 5.6.2.3)	FWILDA_LOCUS2119	Funneliformis geosporum	1117311	896	unreviewed	3.0	A0A9W4WJ48;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Glomeromycotina (subphylum), Glomeromycetes (class), Glomerales (order), Glomeraceae (family), Funneliformis (genus)	Glomeromycotina	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis
A0A397J036	A0A397J036_9GLOM	ATP-dependent DNA helicase (EC 5.6.2.3)	Glove_147g55	Diversispora epigaea	1348612	1107	unreviewed	3.0	A0A397J036;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Glomeromycotina (subphylum), Glomeromycetes (class), Diversisporales (order), Diversisporaceae (family), Diversispora (genus)	Glomeromycotina	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora
A0A433QLD1	A0A433QLD1_9FUNG	ATP-dependent DNA helicase (EC 5.6.2.3)	BC938DRAFT_479209	Jimgerdemannia flammicorona	994334	722	unreviewed	3.0	A0A433QLD1;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mucoromycotina (subphylum), Endogonomycetes (class), Endogonales (order), Endogonaceae (family), Jimgerdemannia (genus)	Mucoromycotina	Endogonomycetes	Endogonales	Endogonaceae	Jimgerdemannia
A0A9N9IT00	A0A9N9IT00_9GLOM	DNA 5'-3' helicase (EC 5.6.2.3)	CPELLU_LOCUS14573	Cetraspora pellucida	1433469	583	unreviewed	3.0	A0A9N9IT00;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Glomeromycotina (subphylum), Glomeromycetes (class), Diversisporales (order), Gigasporaceae (family), Cetraspora (genus)	Glomeromycotina	Glomeromycetes	Diversisporales	Gigasporaceae	Cetraspora
A0A015KD19	A0A015KD19_RHIIW	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 RirG_207290	Rhizophagus irregularis (strain DAOM 197198w) (Glomus intraradices)	1432141	492	unreviewed	3.0	A0A015KD19;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Glomeromycotina (subphylum), Glomeromycetes (class), Glomerales (order), Glomeraceae (family), Rhizophagus (genus), Rhizophagus irregularis (species)	Glomeromycotina	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus
