Entry	Entry Name	Protein names	Gene Names	Organism	Organism (ID)	Length	Reviewed	Annotation	AlphaFoldDB	Taxonomic lineage	subphylum	class	order	family	genus
A0AAD5S7E8	A0AAD5S7E8_9FUNG	ATP-dependent DNA helicase (EC 5.6.2.3)	HK097_001068	Rhizophlyctis rosea	64517	1198	unreviewed	2.0	A0AAD5S7E8;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Chytridiomycota (phylum), Chytridiomycota incertae sedis (no rank), Chytridiomycetes (class), Rhizophlyctidales (order), Rhizophlyctidaceae (family), Rhizophlyctis (genus)		Chytridiomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis
A0AAD5UH24	A0AAD5UH24_9FUNG	ATP-dependent DNA helicase (EC 5.6.2.3)	HK103_004099	Boothiomyces macroporosus	261099	886	unreviewed	2.0	A0AAD5UH24;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Chytridiomycota (phylum), Chytridiomycota incertae sedis (no rank), Chytridiomycetes (class), Rhizophydiales (order), Terramycetaceae (family), Boothiomyces (genus)		Chytridiomycetes	Rhizophydiales	Terramycetaceae	Boothiomyces
F4P158	F4P158_BATDJ	ATP-dependent DNA helicase (EC 5.6.2.3)	BATDEDRAFT_88403	Batrachochytrium dendrobatidis (strain JAM81 / FGSC 10211) (Frog chytrid fungus)	684364	273	unreviewed	2.0	F4P158;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Chytridiomycota (phylum), Chytridiomycota incertae sedis (no rank), Chytridiomycetes (class), Rhizophydiales (order), Rhizophydiales incertae sedis (no rank), Batrachochytrium (genus), Batrachochytrium dendrobatidis (species)		Chytridiomycetes	Rhizophydiales		Batrachochytrium
A0A4P9WGP2	A0A4P9WGP2_9FUNG	ATP-dependent DNA helicase (EC 5.6.2.3)	BDK51DRAFT_37980	Blyttiomyces helicus	388810	760	unreviewed	2.0	A0A4P9WGP2;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Chytridiomycota (phylum), Chytridiomycota incertae sedis (no rank), Chytridiomycetes (class), Chytridiomycetes incertae sedis (no rank), Blyttiomyces (genus)		Chytridiomycetes			Blyttiomyces
A0AAD5T766	A0AAD5T766_9FUNG	ATP-dependent DNA helicase (EC 5.6.2.3)	HK100_002686	Physocladia obscura	109957	182	unreviewed	2.0	A0AAD5T766;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Chytridiomycota (phylum), Chytridiomycota incertae sedis (no rank), Chytridiomycetes (class), Chytridiales (order), Chytriomycetaceae (family), Physocladia (genus)		Chytridiomycetes	Chytridiales	Chytriomycetaceae	Physocladia
A0ABQ8FGV1	A0ABQ8FGV1_9FUNG	ATP-dependent DNA helicase (EC 5.6.2.3)	BASA50_004949	Batrachochytrium salamandrivorans	1357716	1351	unreviewed	2.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Chytridiomycota (phylum), Chytridiomycota incertae sedis (no rank), Chytridiomycetes (class), Rhizophydiales (order), Rhizophydiales incertae sedis (no rank), Batrachochytrium (genus)		Chytridiomycetes	Rhizophydiales		Batrachochytrium
A0A1Y2C1B1	A0A1Y2C1B1_9FUNG	ATP-dependent DNA helicase (EC 5.6.2.3)	BCR33DRAFT_645364	Rhizoclosmatium globosum	329046	92	unreviewed	2.0	A0A1Y2C1B1;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Chytridiomycota (phylum), Chytridiomycota incertae sedis (no rank), Chytridiomycetes (class), Chytridiales (order), Chytriomycetaceae (family), Rhizoclosmatium (genus)		Chytridiomycetes	Chytridiales	Chytriomycetaceae	Rhizoclosmatium
A0A1Y2D2A2	A0A1Y2D2A2_9FUNG	ATP-dependent DNA helicase (EC 5.6.2.3)	BCR33DRAFT_224	Rhizoclosmatium globosum	329046	121	unreviewed	2.0	A0A1Y2D2A2;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Chytridiomycota (phylum), Chytridiomycota incertae sedis (no rank), Chytridiomycetes (class), Chytridiales (order), Chytriomycetaceae (family), Rhizoclosmatium (genus)		Chytridiomycetes	Chytridiales	Chytriomycetaceae	Rhizoclosmatium
A0A4P9WLL7	A0A4P9WLL7_9FUNG	ATP-dependent DNA helicase (EC 5.6.2.3)	BDK51DRAFT_27510	Blyttiomyces helicus	388810	534	unreviewed	2.0	A0A4P9WLL7;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Chytridiomycota (phylum), Chytridiomycota incertae sedis (no rank), Chytridiomycetes (class), Chytridiomycetes incertae sedis (no rank), Blyttiomyces (genus)		Chytridiomycetes			Blyttiomyces
A0A507DZK7	A0A507DZK7_9FUNG	ATP-dependent DNA helicase (EC 5.6.2.3)	PhCBS80983_g03977	Powellomyces hirtus	109895	1070	unreviewed	2.0	A0A507DZK7;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Chytridiomycota (phylum), Chytridiomycota incertae sedis (no rank), Chytridiomycetes (class), Spizellomycetales (order), Powellomycetaceae (family), Powellomyces (genus)		Chytridiomycetes	Spizellomycetales	Powellomycetaceae	Powellomyces
A0A507EAC4	A0A507EAC4_9FUNG	ATP-dependent DNA helicase (EC 5.6.2.3)	PhCBS80983_g01650	Powellomyces hirtus	109895	585	unreviewed	2.0	A0A507EAC4;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Chytridiomycota (phylum), Chytridiomycota incertae sedis (no rank), Chytridiomycetes (class), Spizellomycetales (order), Powellomycetaceae (family), Powellomyces (genus)		Chytridiomycetes	Spizellomycetales	Powellomycetaceae	Powellomyces
A0ABR4NH42	A0ABR4NH42_9FUNG	ATP-dependent DNA helicase (EC 5.6.2.3)	HK105_201667	Polyrhizophydium stewartii	2732419	841	unreviewed	2.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Chytridiomycota (phylum), Chytridiomycota incertae sedis (no rank), Chytridiomycetes (class), Rhizophydiales (order), Rhizophydiales incertae sedis (no rank), Polyrhizophydium (genus)		Chytridiomycetes	Rhizophydiales		Polyrhizophydium
A0A1Y2BAP5	A0A1Y2BAP5_9FUNG	ATP-dependent DNA helicase (EC 5.6.2.3)	BCR33DRAFT_839980	Rhizoclosmatium globosum	329046	2252	unreviewed	2.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Chytridiomycota (phylum), Chytridiomycota incertae sedis (no rank), Chytridiomycetes (class), Chytridiales (order), Chytriomycetaceae (family), Rhizoclosmatium (genus)		Chytridiomycetes	Chytridiales	Chytriomycetaceae	Rhizoclosmatium
A0A1Y2C6S2	A0A1Y2C6S2_9FUNG	ATP-dependent DNA helicase (EC 5.6.2.3)	BCR33DRAFT_786356	Rhizoclosmatium globosum	329046	2205	unreviewed	2.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Chytridiomycota (phylum), Chytridiomycota incertae sedis (no rank), Chytridiomycetes (class), Chytridiales (order), Chytriomycetaceae (family), Rhizoclosmatium (genus)		Chytridiomycetes	Chytridiales	Chytriomycetaceae	Rhizoclosmatium
A0A1Y2CCK9	A0A1Y2CCK9_9FUNG	ATP-dependent DNA helicase (EC 5.6.2.3)	BCR33DRAFT_766220	Rhizoclosmatium globosum	329046	2185	unreviewed	2.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Chytridiomycota (phylum), Chytridiomycota incertae sedis (no rank), Chytridiomycetes (class), Chytridiales (order), Chytriomycetaceae (family), Rhizoclosmatium (genus)		Chytridiomycetes	Chytridiales	Chytriomycetaceae	Rhizoclosmatium
A0A507CHF2	A0A507CHF2_9FUNG	ATP-dependent DNA helicase (EC 5.6.2.3)	SeMB42_g06586	Synchytrium endobioticum	286115	921	unreviewed	2.0	A0A507CHF2;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Chytridiomycota (phylum), Chytridiomycota incertae sedis (no rank), Chytridiomycetes (class), Synchytriales (order), Synchytriaceae (family), Synchytrium (genus)		Chytridiomycetes	Synchytriales	Synchytriaceae	Synchytrium
A0A507FRM0	A0A507FRM0_9FUNG	ATP-dependent DNA helicase (EC 5.6.2.3)	CcCBS67573_g00819	Chytriomyces confervae	246404	604	unreviewed	2.0	A0A507FRM0;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Chytridiomycota (phylum), Chytridiomycota incertae sedis (no rank), Chytridiomycetes (class), Chytridiales (order), Chytriomycetaceae (family), Chytriomyces (genus)		Chytridiomycetes	Chytridiales	Chytriomycetaceae	Chytriomyces
A0AAD5SQ28	A0AAD5SQ28_9FUNG	ATP-dependent DNA helicase (EC 5.6.2.3)	HK100_006747	Physocladia obscura	109957	1151	unreviewed	2.0	A0AAD5SQ28;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Chytridiomycota (phylum), Chytridiomycota incertae sedis (no rank), Chytridiomycetes (class), Chytridiales (order), Chytriomycetaceae (family), Physocladia (genus)		Chytridiomycetes	Chytridiales	Chytriomycetaceae	Physocladia
A0ABQ8ESN1	A0ABQ8ESN1_9FUNG	ATP-dependent DNA helicase (EC 5.6.2.3)	BASA50_001014	Batrachochytrium salamandrivorans	1357716	797	unreviewed	2.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Chytridiomycota (phylum), Chytridiomycota incertae sedis (no rank), Chytridiomycetes (class), Rhizophydiales (order), Rhizophydiales incertae sedis (no rank), Batrachochytrium (genus)		Chytridiomycetes	Rhizophydiales		Batrachochytrium
A0A1Y2AD44	A0A1Y2AD44_9FUNG	ATP-dependent DNA helicase (EC 5.6.2.3)	BCR33DRAFT_646247	Rhizoclosmatium globosum	329046	85	unreviewed	2.0	A0A1Y2AD44;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Chytridiomycota (phylum), Chytridiomycota incertae sedis (no rank), Chytridiomycetes (class), Chytridiales (order), Chytriomycetaceae (family), Rhizoclosmatium (genus)		Chytridiomycetes	Chytridiales	Chytriomycetaceae	Rhizoclosmatium
A0A507C4P8	A0A507C4P8_9FUNG	ATP-dependent DNA helicase (EC 5.6.2.3)	SmJEL517_g03002	Synchytrium microbalum	1806994	543	unreviewed	2.0	A0A507C4P8;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Chytridiomycota (phylum), Chytridiomycota incertae sedis (no rank), Chytridiomycetes (class), Synchytriales (order), Synchytriaceae (family), Synchytrium (genus)		Chytridiomycetes	Synchytriales	Synchytriaceae	Synchytrium
A0A507FHK3	A0A507FHK3_9FUNG	ATP-dependent DNA helicase (EC 5.6.2.3)	CcCBS67573_g03050	Chytriomyces confervae	246404	541	unreviewed	2.0	A0A507FHK3;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Chytridiomycota (phylum), Chytridiomycota incertae sedis (no rank), Chytridiomycetes (class), Chytridiales (order), Chytriomycetaceae (family), Chytriomyces (genus)		Chytridiomycetes	Chytridiales	Chytriomycetaceae	Chytriomyces
A0A507FJ51	A0A507FJ51_9FUNG	ATP-dependent DNA helicase (EC 5.6.2.3)	CcCBS67573_g03049	Chytriomyces confervae	246404	522	unreviewed	2.0	A0A507FJ51;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Chytridiomycota (phylum), Chytridiomycota incertae sedis (no rank), Chytridiomycetes (class), Chytridiales (order), Chytriomycetaceae (family), Chytriomyces (genus)		Chytridiomycetes	Chytridiales	Chytriomycetaceae	Chytriomyces
