Entry	Entry Name	Protein names	Gene Names	Organism	Organism (ID)	Length	Reviewed	Annotation	AlphaFoldDB	Taxonomic lineage	subphylum	class	order	family	genus
W9DRZ5	W9DRZ5_METTI	DNA 3'-5' helicase (EC 5.6.2.4)	MettiDRAFT_1869	Methanolobus tindarius DSM 2278	1090322	691	unreviewed	3.0	W9DRZ5;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanolobus (genus), Methanolobus tindarius (species)		Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus
A0A0E3LGE3	A0A0E3LGE3_9EURY	DNA 3'-5' helicase (EC 5.6.2.4)	MSVAZ_0102	Methanosarcina vacuolata Z-761	1434123	966	unreviewed	3.0	A0A0E3LGE3;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina vacuolata (species)		Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
A0A0E3QXK8	A0A0E3QXK8_METBA	DNA 3'-5' helicase (EC 5.6.2.4)	MSBRM_3391	Methanosarcina barkeri MS	1434108	891	unreviewed	3.0	A0A0E3QXK8;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)		Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
A0A0E3SAA8	A0A0E3SAA8_9EURY	DNA 3'-5' helicase (EC 5.6.2.4)	MSHOH_0114	Methanosarcina horonobensis HB-1 = JCM 15518	1434110	899	unreviewed	3.0	A0A0E3SAA8;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina horonobensis (species)		Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
A0A166ANX9	A0A166ANX9_9EURY	DNA 3'-5' helicase (EC 5.6.2.4)	recQ_2 MBCUR_11330	Methanobrevibacter curvatus	49547	843	unreviewed	3.0	A0A166ANX9;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Methanomada group (clade), Methanobacteria (class), Methanobacteriales (order), Methanobacteriaceae (family), Methanobrevibacter (genus)		Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter
A0A1I4TLR5	A0A1I4TLR5_9EURY	DNA 3'-5' helicase (EC 5.6.2.4)	SAMN04488696_2336	Methanolobus profundi	487685	700	unreviewed	3.0	A0A1I4TLR5;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanolobus (genus)		Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus
A0A4E0QB59	A0A4E0QB59_9EURY	DNA 3'-5' helicase (EC 5.6.2.4)	recQ CUN85_05305	Methanolobus halotolerans	2052935	696	unreviewed	3.0	A0A4E0QB59;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanolobus (genus)		Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus
A0A660HW73	A0A660HW73_9EURY	DNA 3'-5' helicase (EC 5.6.2.4)	recQ AOB57_007435	Methanosarcina flavescens	1715806	871	unreviewed	3.0		cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus)		Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
A0A7K4HLJ9	A0A7K4HLJ9_9EURY	DNA 3'-5' helicase (EC 5.6.2.4)	recQ HWN36_00340	Methanofollis tationis	81417	724	unreviewed	3.0	A0A7K4HLJ9;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanomicrobiales (order), Methanomicrobiaceae (family), Methanofollis (genus)		Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanofollis
A0A9E4ZFN5	A0A9E4ZFN5_9EURY	DNA 3'-5' helicase (EC 5.6.2.4)	recQ KDK67_07275	Methanococcoides seepicolus	2828780	647	unreviewed	3.0	A0A9E4ZFN5;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanococcoides (genus)		Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanococcoides
A0A9E4ZHX3	A0A9E4ZHX3_9EURY	DNA 3'-5' helicase (EC 5.6.2.4)	recQ FKB36_06555	Methanoculleus formosensis	2590886	604	unreviewed	3.0	A0A9E4ZHX3;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanomicrobiales (order), Methanomicrobiaceae (family), Methanoculleus (genus)		Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus
A0A9E7PMS6	A0A9E7PMS6_9EURY	DNA 3'-5' helicase (EC 5.6.2.4)	L6E24_03040	Methanoplanus endosymbiosus	33865	1181	unreviewed	3.0	A0A9E7PMS6;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanomicrobiales (order), Methanomicrobiaceae (family), Methanoplanus (genus)		Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoplanus
A0A9E7PTW0	A0A9E7PTW0_9EURY	DNA 3'-5' helicase (EC 5.6.2.4)	recQ L6E24_06545	Methanoplanus endosymbiosus	33865	699	unreviewed	3.0	A0A9E7PTW0;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanomicrobiales (order), Methanomicrobiaceae (family), Methanoplanus (genus)		Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoplanus
A0AA51UDW9	A0AA51UDW9_9EURY	DNA 3'-5' helicase (EC 5.6.2.4)	recQ RE476_08450	Methanolobus mangrovi	3072977	696	unreviewed	3.0	A0AA51UDW9;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanolobus (genus)		Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus
A0AA51UM34	A0AA51UM34_9EURY	DNA 3'-5' helicase (EC 5.6.2.4)	recQ RE474_05045	Methanolobus sediminis	3072978	691	unreviewed	3.0	A0AA51UM34;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanolobus (genus)		Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus
A0AA96ZWB8	A0AA96ZWB8_9EURY	DNA 3'-5' helicase (EC 5.6.2.4)	dbpA_4 MsAm2_13610	Methanolapillus ohkumae	3028298	929	unreviewed	3.0	A0AA96ZWB8;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanolapillus (genus)		Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolapillus
A0AAF0JL71	A0AAF0JL71_9EURY	DNA 3'-5' helicase (EC 5.6.2.4)	recQ L1994_09270	Methanomicrobium antiquum	487686	741	unreviewed	3.0	A0AAF0JL71;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanomicrobiales (order), Methanomicrobiaceae (family), Methanomicrobium (genus)		Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanomicrobium
A0ABT8M3X5	A0ABT8M3X5_9EURY	DNA 3'-5' helicase (EC 5.6.2.4)	recQ FGW20_09295	Methanoculleus methanifontis	2584086	766	unreviewed	3.0		cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanomicrobiales (order), Methanomicrobiaceae (family), Methanoculleus (genus)		Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus
A0ABU3VN34	A0ABU3VN34_9EURY	DNA 3'-5' helicase (EC 5.6.2.4)	dbpA_1 MmiAt1_03500	Methanimicrococcus hacksteinii	3028293	858	unreviewed	3.0		cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanimicrococcus (genus)		Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanimicrococcus
A0ABU3X554	A0ABU3X554_9EURY	DNA 3'-5' helicase (EC 5.6.2.4)	recQ F8E02_12235	Methanoculleus caldifontis	2651577	752	unreviewed	3.0		cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanomicrobiales (order), Methanomicrobiaceae (family), Methanoculleus (genus)		Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus
A0ABU3Z4A0	A0ABU3Z4A0_9EURY	DNA 3'-5' helicase (EC 5.6.2.4)	recQ HL657_10790	Methanoculleus nereidis	2735141	602	unreviewed	3.0		cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanomicrobiales (order), Methanomicrobiaceae (family), Methanoculleus (genus)		Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus
A0ABU9KRQ7	A0ABU9KRQ7_9EURY	DNA 3'-5' helicase (EC 5.6.2.4)	recQ WOA13_04380	Methanococcoides cohabitans	3136559	652	unreviewed	3.0		cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanococcoides (genus)		Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanococcoides
H1Z339	H1Z339_9EURY	DNA 3'-5' helicase (EC 5.6.2.4)	Metlim_1476	Methanoplanus limicola DSM 2279	937775	1165	unreviewed	3.0	H1Z339;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanomicrobiales (order), Methanomicrobiaceae (family), Methanoplanus (genus), Methanoplanus limicola (species)		Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoplanus
L0HKE4	L0HKE4_METFS	DNA 3'-5' helicase (EC 5.6.2.4)	Metfor_2810	Methanoregula formicica (strain DSM 22288 / NBRC 105244 / SMSP)	593750	611	unreviewed	3.0	L0HKE4;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanomicrobiales (order), Methanoregulaceae (family), Methanoregula (genus), Methanoregula formicica (species)		Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanoregula
Q12ZP3	Q12ZP3_METBU	DNA 3'-5' helicase (EC 5.6.2.4)	Mbur_0061	Methanococcoides burtonii (strain DSM 6242 / NBRC 107633 / OCM 468 / ACE-M)	259564	647	unreviewed	3.0	Q12ZP3;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanococcoides (genus), Methanococcoides burtonii (species)		Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanococcoides
Q2FSZ9	Q2FSZ9_METHJ	DNA 3'-5' helicase (EC 5.6.2.4)	Mhun_2398	Methanospirillum hungatei JF-1 (strain ATCC 27890 / DSM 864 / NBRC 100397 / JF-1)	323259	606	unreviewed	3.0	Q2FSZ9;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanomicrobiales (order), Methanospirillaceae (family), Methanospirillum (genus), Methanospirillum hungatei (species)		Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanospirillum
Q8PXK1	Q8PXK1_METMA	DNA 3'-5' helicase (EC 5.6.2.4)	recQ MM_1217	Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)	192952	896	unreviewed	3.0	Q8PXK1;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina mazei (species)		Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
A0A0H1QWZ6	A0A0H1QWZ6_9EURY	DNA 3'-5' helicase (EC 5.6.2.4)	SZ63_10400	Methanoculleus sediminis	1550566	427	unreviewed	3.0	A0A0H1QWZ6;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanomicrobiales (order), Methanomicrobiaceae (family), Methanoculleus (genus)		Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus
A0A0H1QX76	A0A0H1QX76_9EURY	DNA 3'-5' helicase (EC 5.6.2.4)	SZ63_10950	Methanoculleus sediminis	1550566	605	unreviewed	3.0	A0A0H1QX76;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanomicrobiales (order), Methanomicrobiaceae (family), Methanoculleus (genus)		Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus
A0A166BQL2	A0A166BQL2_9EURY	DNA 3'-5' helicase (EC 5.6.2.4)	recQ MBFIL_09800	Methanobrevibacter filiformis	55758	857	unreviewed	3.0	A0A166BQL2;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Methanomada group (clade), Methanobacteria (class), Methanobacteriales (order), Methanobacteriaceae (family), Methanobrevibacter (genus)		Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter
A0A1I0BHR5	A0A1I0BHR5_9EURY	DNA 3'-5' helicase (EC 5.6.2.4)	SAMN04488587_2186	Methanococcoides vulcani	1353158	618	unreviewed	3.0	A0A1I0BHR5;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanococcoides (genus)		Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanococcoides
A0A2V2N7S6	A0A2V2N7S6_9EURY	DNA 3'-5' helicase (EC 5.6.2.4)	recQ DK846_10005	Methanospirillum lacunae	668570	612	unreviewed	3.0	A0A2V2N7S6;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanomicrobiales (order), Methanospirillaceae (family), Methanospirillum (genus)		Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanospirillum
A0A2V2NAY8	A0A2V2NAY8_9EURY	DNA 3'-5' helicase (EC 5.6.2.4)	recQ DLD82_09190	Methanospirillum stamsii	1277351	606	unreviewed	3.0	A0A2V2NAY8;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanomicrobiales (order), Methanospirillaceae (family), Methanospirillum (genus)		Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanospirillum
A0A7D5E5G7	A0A7D5E5G7_9EURY	DNA 3'-5' helicase (EC 5.6.2.4)	recQ HWN40_01820	Methanolobus zinderi	536044	703	unreviewed	3.0	A0A7D5E5G7;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanolobus (genus)		Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus
A0A8G0ZZM5	A0A8G0ZZM5_9EURY	DNA 3'-5' helicase (EC 5.6.2.4)	recQ E2N92_02500	Methanofollis formosanus	299308	602	unreviewed	3.0	A0A8G0ZZM5;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanomicrobiales (order), Methanomicrobiaceae (family), Methanofollis (genus)		Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanofollis
A0A9Q4KTQ9	A0A9Q4KTQ9_9EURY	DNA 3'-5' helicase (EC 5.6.2.4)	recQ L0665_07555	Methanogenium marinum	348610	696	unreviewed	3.0	A0A9Q4KTQ9;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanomicrobiales (order), Methanomicrobiaceae (family), Methanogenium (genus)		Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanogenium
A0A9X9T6Y2	A0A9X9T6Y2_METOG	DNA 3'-5' helicase (EC 5.6.2.4)	recQ OU421_06950	Methanogenium organophilum	2199	611	unreviewed	3.0	A0A9X9T6Y2;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanomicrobiales (order), Methanomicrobiaceae (family), Methanogenium (genus)		Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanogenium
I7LKH4	I7LKH4_METBM	DNA 3'-5' helicase (EC 5.6.2.4)	recQ5 BN140_2054	Methanoculleus bourgensis (strain ATCC 43281 / DSM 3045 / OCM 15 / MS2) (Methanogenium bourgense)	1201294	604	unreviewed	3.0	I7LKH4;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanomicrobiales (order), Methanomicrobiaceae (family), Methanoculleus (genus), Methanoculleus bourgensis (species)		Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus
J1L3W5	J1L3W5_9EURY	DNA 3'-5' helicase (EC 5.6.2.4)	Metli_1449	Methanofollis liminatans DSM 4140	28892	724	unreviewed	3.0	J1L3W5;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanomicrobiales (order), Methanomicrobiaceae (family), Methanofollis (genus), Methanofollis liminatans (species)		Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanofollis
Q0W3R8	Q0W3R8_METAR	DNA 3'-5' helicase (EC 5.6.2.4)	recQ RCIX1772	Methanocella arvoryzae (strain DSM 22066 / NBRC 105507 / MRE50)	351160	605	unreviewed	3.0	Q0W3R8;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanocellales (order), Methanocellaceae (family), Methanocella (genus), Methanocella arvoryzae (species)		Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella
A0A0F8MNW0	A0A0F8MNW0_METMZ	DNA 3'-5' helicase (EC 5.6.2.4)	DU47_11020	Methanosarcina mazei (Methanosarcina frisia)	2209	872	unreviewed	3.0		cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus)		Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
A0A498H2Y9	A0A498H2Y9_9EURY	DNA 3'-5' helicase (EC 5.6.2.4)	ABH15_09640	Methanoculleus taiwanensis	1550565	598	unreviewed	3.0	A0A498H2Y9;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanomicrobiales (order), Methanomicrobiaceae (family), Methanoculleus (genus)		Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus
A0A7Z8P1N5	A0A7Z8P1N5_9EURY	DNA 3'-5' helicase (EC 5.6.2.4)	recQ FKV42_07620	Methanolobus vulcani	38026	691	unreviewed	3.0	A0A7Z8P1N5;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanolobus (genus)		Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus
A0A9Q4PYE2	A0A9Q4PYE2_9EURY	DNA 3'-5' helicase (EC 5.6.2.4)	recQ L0665_07930	Methanogenium marinum	348610	616	unreviewed	3.0	A0A9Q4PYE2;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanomicrobiales (order), Methanomicrobiaceae (family), Methanogenium (genus)		Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanogenium
A0AA90TYU9	A0AA90TYU9_9EURY	DNA 3'-5' helicase (EC 5.6.2.4)	J2750_001125	Methanococcoides alaskense	325778	645	unreviewed	3.0	A0AA90TYU9;	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanococcoides (genus)		Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanococcoides
