Entry	Entry Name	Protein names	Gene Names	Organism	Organism (ID)	Length	Reviewed	Annotation	AlphaFoldDB	Taxonomic lineage	subphylum	class	order	family	genus
A0A073IJL6	A0A073IJL6_9RHOB	DNA helicase RecQ (EC 5.6.2.4)	DSW25_00860	Sulfitobacter donghicola DSW-25 = KCTC 12864 = JCM 14565	1300350	681	unreviewed	3.0	A0A073IJL6;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Roseobacteraceae (family), Sulfitobacter (genus), Sulfitobacter donghicola (species)		Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter
A0A073KBU8	A0A073KBU8_9BACI	DNA helicase RecQ (EC 5.6.2.4)	BAMA_21290	Bacillus manliponensis	574376	705	unreviewed	3.0	A0A073KBU8;	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Bacillaceae (family), Bacillus (genus), Bacillus cereus group (no rank)		Bacilli	Bacillales	Bacillaceae	Bacillus
A0A073KLB0	A0A073KLB0_9BACI	DNA helicase RecQ (EC 5.6.2.4)	BAGA_14025	Bacillus gaemokensis	574375	705	unreviewed	3.0	A0A073KLB0;	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Bacillaceae (family), Bacillus (genus), Bacillus cereus group (no rank)		Bacilli	Bacillales	Bacillaceae	Bacillus
A0A074JEW1	A0A074JEW1_9RHOB	DNA helicase RecQ (EC 5.6.2.4)	TP2_05725	Thioclava pacifica DSM 10166	1353537	687	unreviewed	3.0	A0A074JEW1;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Paracoccaceae (family), Thioclava (genus), Thioclava pacifica (species)		Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Thioclava
A0A074KSR9	A0A074KSR9_9BACT	DNA helicase RecQ (EC 5.6.2.4)	EL17_15480	Anditalea andensis	1048983	707	unreviewed	3.0	A0A074KSR9;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Cytophagia (class), Cytophagales (order), Cytophagaceae (family), Anditalea (genus)		Cytophagia	Cytophagales	Cytophagaceae	Anditalea
A0A074M278	A0A074M278_ERYLO	DNA helicase RecQ (EC 5.6.2.4)	EH31_16685	Erythrobacter longus	1044	608	unreviewed	3.0	A0A074M278;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Sphingomonadales (order), Erythrobacteraceae (family), Erythrobacter/Porphyrobacter group (no rank), Erythrobacter (genus)		Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter
A0A074MGJ7	A0A074MGJ7_9BACL	DNA helicase RecQ (EC 5.6.2.4)	EL26_02200	Tumebacillus flagellatus	1157490	737	unreviewed	3.0	A0A074MGJ7;	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Alicyclobacillaceae (family), Tumebacillus (genus)		Bacilli	Bacillales	Alicyclobacillaceae	Tumebacillus
A0A075UQF8	A0A075UQF8_9PSEU	DNA helicase RecQ (EC 5.6.2.4)	recQ AJAP_11665	Amycolatopsis japonica	208439	610	unreviewed	3.0	A0A075UQF8;	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Amycolatopsis (genus), Amycolatopsis japonica group (no rank)		Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis
A0A080N2L3	A0A080N2L3_9BIFI	ATP-dependent DNA helicase RecQ (EC 5.6.2.4) (DNA 3'-5' helicase RecQ)	BBOMB_0571	Bifidobacterium bombi DSM 19703	1341695	712	unreviewed	3.0	A0A080N2L3;	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Bifidobacteriales (order), Bifidobacteriaceae (family), Bifidobacterium (genus), Bifidobacterium bombi (species)		Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
A0A081KEI1	A0A081KEI1_9GAMM	DNA helicase RecQ (EC 5.6.2.4)	GV64_19110	Endozoicomonas elysicola	305900	607	unreviewed	3.0	A0A081KEI1;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Oceanospirillales (order), Endozoicomonadaceae (family), Endozoicomonas (genus)		Gammaproteobacteria	Oceanospirillales	Endozoicomonadaceae	Endozoicomonas
A0A081LDZ3	A0A081LDZ3_9BACI	DNA helicase RecQ (EC 5.6.2.4)	BA70_14175	Bacillus zhangzhouensis	1178540	593	unreviewed	3.0	A0A081LDZ3;	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Bacillaceae (family), Bacillus (genus)		Bacilli	Bacillales	Bacillaceae	Bacillus
A0A081NFP6	A0A081NFP6_9GAMM	DNA helicase RecQ (EC 5.6.2.4)	GZ78_15715	Endozoicomonas numazuensis	1137799	609	unreviewed	3.0	A0A081NFP6;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Oceanospirillales (order), Endozoicomonadaceae (family), Endozoicomonas (genus)		Gammaproteobacteria	Oceanospirillales	Endozoicomonadaceae	Endozoicomonas
A0A081XWU6	A0A081XWU6_STRTO	DNA helicase RecQ (EC 5.6.2.4)	BU52_06200	Streptomyces toyocaensis	55952	652	unreviewed	3.0	A0A081XWU6;	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Kitasatosporales (order), Streptomycetaceae (family), Streptomyces (genus)		Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces
A0A084J1N5	A0A084J1N5_BACMY	DNA helicase RecQ (EC 5.6.2.4)	recQ I6G81_14120	Bacillus mycoides	1405	705	unreviewed	3.0		cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Bacillaceae (family), Bacillus (genus), Bacillus cereus group (no rank)		Bacilli	Bacillales	Bacillaceae	Bacillus
A0A085B5Y7	A0A085B5Y7_9FLAO	DNA helicase RecQ (EC 5.6.2.4)	IO89_19895	Epilithonimonas lactis	421072	724	unreviewed	3.0	A0A085B5Y7;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Flavobacteriia (class), Flavobacteriales (order), Weeksellaceae (family), Chryseobacterium group (no rank), Epilithonimonas (genus)		Flavobacteriia	Flavobacteriales	Weeksellaceae	Epilithonimonas
A0A085JL98	A0A085JL98_9GAMM	DNA helicase RecQ (EC 5.6.2.4)	recQ GTPT_0828	Tatumella ptyseos ATCC 33301	1005995	607	unreviewed	3.0	A0A085JL98;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Enterobacterales (order), Erwiniaceae (family), Tatumella (genus), Tatumella ptyseos (species)		Gammaproteobacteria	Enterobacterales	Erwiniaceae	Tatumella
A0A085U6H0	A0A085U6H0_YERRU	DNA helicase RecQ (EC 5.6.2.4)	recQ NCTC10476_02300	Yersinia ruckeri	29486	609	unreviewed	3.0		cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Enterobacterales (order), Yersiniaceae (family), Yersinia (genus)		Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia
A0A085W859	A0A085W859_9BACT	ATP-dependent DNA helicase RecQ (EC 5.6.2.4) (DNA 3'-5' helicase RecQ)	DB31_2284	Hyalangium minutum	394096	678	unreviewed	3.0	A0A085W859;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Myxococcota (phylum), Myxococcia (class), Myxococcales (order), Cystobacterineae (suborder), Archangiaceae (family), Hyalangium (genus)		Myxococcia	Myxococcales	Archangiaceae	Hyalangium
A0A086A6Q8	A0A086A6Q8_9FLAO	DNA helicase RecQ (EC 5.6.2.4)	IW15_12515	Chryseobacterium soli	445961	734	unreviewed	3.0	A0A086A6Q8;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Flavobacteriia (class), Flavobacteriales (order), Weeksellaceae (family), Chryseobacterium group (no rank), Chryseobacterium (genus)		Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium
A0A086AAH4	A0A086AAH4_FLAHY	DNA helicase RecQ (EC 5.6.2.4)	B0A62_19930	Flavobacterium hydatis (Cytophaga aquatilis)	991	703	unreviewed	3.0		cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Flavobacteriia (class), Flavobacteriales (order), Flavobacteriaceae (family), Flavobacterium (genus)		Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
A0A086ANG5	A0A086ANG5_FLAHY	DNA helicase RecQ (EC 5.6.2.4)	B0A62_07190	Flavobacterium hydatis (Cytophaga aquatilis)	991	731	unreviewed	3.0		cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Flavobacteriia (class), Flavobacteriales (order), Flavobacteriaceae (family), Flavobacterium (genus)		Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
A0A086ZI85	A0A086ZI85_9BIFI	ATP-dependent DNA helicase RecQ (EC 5.6.2.4) (DNA 3'-5' helicase RecQ)	BBOU_1322	Bifidobacterium boum	78343	688	unreviewed	3.0	A0A086ZI85;	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Bifidobacteriales (order), Bifidobacteriaceae (family), Bifidobacterium (genus)		Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
A0A087M5H2	A0A087M5H2_DEVRI	DNA helicase RecQ (EC 5.6.2.4)	JP75_03910	Devosia riboflavina	46914	616	unreviewed	3.0	A0A087M5H2;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Devosiaceae (family), Devosia (genus)		Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	Devosia
A0A089HM79	A0A089HM79_PAEDU	DNA helicase RecQ (EC 5.6.2.4)	PDUR_07645	Paenibacillus durus (Paenibacillus azotofixans)	44251	614	unreviewed	3.0	A0A089HM79;	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Paenibacillaceae (family), Paenibacillus (genus)		Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
A0A089M7L7	A0A089M7L7_9BACL	DNA helicase RecQ (EC 5.6.2.4)	PGRAT_07370	Paenibacillus graminis	189425	611	unreviewed	3.0	A0A089M7L7;	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Paenibacillaceae (family), Paenibacillus (genus)		Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
A0A090FW95	A0A090FW95_MESPL	DNA helicase RecQ (EC 5.6.2.4)	recQ MPL3356_40258	Mesorhizobium plurifarium	69974	614	unreviewed	3.0	A0A090FW95;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Phyllobacteriaceae (family), Mesorhizobium (genus)		Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium
A0A090IEH5	A0A090IEH5_9GAMM	DNA helicase RecQ (EC 5.6.2.4)	MT2528_2648	Moritella viscosa	80854	606	unreviewed	3.0		cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Alteromonadales (order), Moritellaceae (family), Moritella (genus)		Gammaproteobacteria	Alteromonadales	Moritellaceae	Moritella
A0A090V5J4	A0A090V5J4_PSEVU	DNA helicase RecQ (EC 5.6.2.4)	recQ EV102420_27_00090	Pseudescherichia vulneris NBRC 102420	1115515	608	unreviewed	3.0	A0A090V5J4;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Enterobacterales (order), Enterobacteriaceae (family), Pseudescherichia (genus), Pseudescherichia vulneris (species)		Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pseudescherichia
A0A090YKE8	A0A090YKE8_9BACI	DNA helicase RecQ (EC 5.6.2.4)	recQ D0U04_20625	Bacillus clarus	2338372	705	unreviewed	3.0		cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Bacillaceae (family), Bacillus (genus), Bacillus cereus group (no rank)		Bacilli	Bacillales	Bacillaceae	Bacillus
A0A090Z9K5	A0A090Z9K5_PAEMA	DNA helicase RecQ (EC 5.6.2.4)	recQ DJ90_3384	Paenibacillus macerans (Bacillus macerans)	44252	612	unreviewed	3.0	A0A090Z9K5;	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Paenibacillaceae (family), Paenibacillus (genus)		Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
A0A091AV02	A0A091AV02_9GAMM	DNA helicase RecQ (EC 5.6.2.4)	N789_11025	Arenimonas oryziterrae DSM 21050 = YC6267	1121015	606	unreviewed	3.0	A0A091AV02;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Lysobacterales (order), Lysobacteraceae (family), Arenimonas (genus), Arenimonas oryziterrae (species)		Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Arenimonas
A0A091B7N9	A0A091B7N9_9GAMM	DNA helicase RecQ (EC 5.6.2.4)	N790_05890	Arenimonas malthae CC-JY-1	1384054	603	unreviewed	3.0	A0A091B7N9;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Lysobacterales (order), Lysobacteraceae (family), Arenimonas (genus), Arenimonas malthae (species)		Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Arenimonas
A0A091BSK9	A0A091BSK9_9GAMM	DNA helicase RecQ (EC 5.6.2.4)	N787_09315	Arenimonas metalli CF5-1	1384056	599	unreviewed	3.0	A0A091BSK9;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Lysobacterales (order), Lysobacteraceae (family), Arenimonas (genus), Arenimonas metalli (species)		Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Arenimonas
A0A094IY74	A0A094IY74_9GAMM	DNA helicase RecQ (EC 5.6.2.4)	IDSA_09590	Pseudidiomarina salinarum	435908	610	unreviewed	3.0	A0A094IY74;	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Alteromonadales (order), Idiomarinaceae (family), Pseudidiomarina (genus)		Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Pseudidiomarina
