Entry	Entry Name	Protein names	Gene Names	Organism	Organism (ID)	Length	Reviewed	Annotation	AlphaFoldDB	Taxonomic lineage	subphylum	class	order	family	genus
Q19546	WRN_CAEEL	ATP-dependent helicase wrn-1 (EC 5.6.2.4) (DNA 3'-5' helicase wrn) (Werner syndrome protein homolog)	wrn-1 F18C5.2	Caenorhabditis elegans	6239	1056	reviewed	5.0	Q19546;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Nematoda (phylum), Chromadorea (class), Rhabditida (order), Rhabditina (suborder), Rhabditomorpha (infraorder), Rhabditoidea (superfamily), Rhabditidae (family), Peloderinae (subfamily), Caenorhabditis (genus)		Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis
Q6AYJ1	RECQ1_RAT	ATP-dependent DNA helicase Q1 (EC 5.6.2.4) (DNA 3'-5' helicase Q1) (DNA-dependent ATPase Q1) (RecQ protein-like 1)	Recql Recql1	Rattus norvegicus (Rat)	10116	621	reviewed	5.0	Q6AYJ1;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Glires (clade), Rodentia (order), Myomorpha (suborder), Muroidea (clade), Muridae (family), Murinae (subfamily), Rattus (genus)	Craniata	Mammalia	Rodentia	Muridae	Rattus
Q8VID5	RECQ5_MOUSE	ATP-dependent DNA helicase Q5 (EC 5.6.2.4) (DNA 3'-5' helicase RecQ5) (DNA helicase, RecQ-like type 5) (RecQ5) (RECQL5beta) (RecQ protein-like 5)	Recql5	Mus musculus (Mouse)	10090	982	reviewed	5.0	Q8VID5;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Glires (clade), Rodentia (order), Myomorpha (suborder), Muroidea (clade), Muridae (family), Murinae (subfamily), Mus (genus), Mus (subgenus)	Craniata	Mammalia	Rodentia	Muridae	Mus
O18017	BLM_CAEEL	RecQ-like DNA helicase blm-1 (EC 5.6.2.4) (Bloom syndrome protein homolog) (DNA 3'-5' helicase BLM) (High incidence of males protein 6) (RecQ helicase homolog)	him-6 blm-1 T04A11.6	Caenorhabditis elegans	6239	988	reviewed	5.0	O18017;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Nematoda (phylum), Chromadorea (class), Rhabditida (order), Rhabditina (suborder), Rhabditomorpha (infraorder), Rhabditoidea (superfamily), Rhabditidae (family), Peloderinae (subfamily), Caenorhabditis (genus)		Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis
Q9VGI8	BLM_DROME	RecQ-like DNA helicase Blm (EC 5.6.2.4) (Bloom syndrome helicase ortholog) (Bloom syndrome protein homolog) (Dmblm) (DNA 3'-5' helicase BLM) (Mutagen-sensitive protein 309) (RecQ helicase homolog)	Blm mus309 CG6920	Drosophila melanogaster (Fruit fly)	7227	1487	reviewed	5.0	Q9VGI8;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Panarthropoda (clade), Arthropoda (phylum), Mandibulata (clade), Pancrustacea (clade), Hexapoda (subphylum), Insecta (class), Dicondylia (clade), Pterygota (subclass), Neoptera (infraclass), Endopterygota (cohort), Diptera (order), Brachycera (suborder), Muscomorpha (infraorder), Eremoneura (clade), Cyclorrhapha (clade), Schizophora (no rank), Acalyptratae (no rank), Ephydroidea (superfamily), Drosophilidae (family), Drosophilinae (subfamily), Drosophilini (tribe), Drosophila (genus), Sophophora (subgenus), melanogaster group (no rank), melanogaster subgroup (no rank)	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila
Q9Z129	RECQ1_MOUSE	ATP-dependent DNA helicase Q1 (EC 5.6.2.4) (DNA 3'-5' helicase Q1) (DNA-dependent ATPase Q1) (RecQ protein-like 1)	Recql Recql1	Mus musculus (Mouse)	10090	648	reviewed	5.0	Q9Z129;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Glires (clade), Rodentia (order), Myomorpha (suborder), Muroidea (clade), Muridae (family), Murinae (subfamily), Mus (genus), Mus (subgenus)	Craniata	Mammalia	Rodentia	Muridae	Mus
Q9FT72	RQL3_ARATH	ATP-dependent DNA helicase Q-like 3 (EC 5.6.2.4) (DNA 3'-5' helicase RecQ3) (RecQ-like protein 3) (AtRecQ3) (AtRecQl3)	RECQL3 RECQ3 RQL3 At4g35740 F8D20.250	Arabidopsis thaliana (Mouse-ear cress)	3702	713	reviewed	5.0	Q9FT72;	cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), malvids (clade), Brassicales (order), Brassicaceae (family), Camelineae (tribe), Arabidopsis (genus)	Streptophytina	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis
Q9FT74	RQL1_ARATH	ATP-dependent DNA helicase Q-like 1 (EC 5.6.2.4) (DNA 3'-5' helicase RecQ1) (RecQ-like protein 1) (AtRecQ1) (AtRecQl1)	RECQL1 RECQ1 RQL1 At3g05740 F10A16.2	Arabidopsis thaliana (Mouse-ear cress)	3702	606	reviewed	5.0	Q9FT74;	cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), malvids (clade), Brassicales (order), Brassicaceae (family), Camelineae (tribe), Arabidopsis (genus)	Streptophytina	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis
P35187	SGS1_YEAST	ATP-dependent helicase SGS1 (EC 5.6.2.4) (DNA 3'-5' helicase Sgs1) (Helicase TPS1)	SGS1 TPS1 YMR190C YM9646.02C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	1447	reviewed	5.0	P35187;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), Saccharomycetaceae (family), Saccharomyces (genus), Saccharomyces cerevisiae (species)	Saccharomycotina	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
Q8L840	RQL4A_ARATH	ATP-dependent DNA helicase Q-like 4A (EC 5.6.2.4) (DNA 3'-5' helicase RecQ4A) (RecQ-like protein 4A) (AtRecQ4A) (AtRecQl4A) (SGS1-like protein) (AtSGS1)	RECQL4A RECQ4A RQL4A SGS1 At1g10930 T19D16.15	Arabidopsis thaliana (Mouse-ear cress)	3702	1188	reviewed	5.0	Q8L840;	cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), malvids (clade), Brassicales (order), Brassicaceae (family), Camelineae (tribe), Arabidopsis (genus)	Streptophytina	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis
Q9FT70	RQL4B_ARATH	ATP-dependent DNA helicase Q-like 4B (EC 5.6.2.4) (DNA 3'-5' helicase RecQ4B) (RecQ-like protein 4B) (AtRecQ4B) (AtRecQl4B)	RECQL4B RECQ4B RQL4B At1g60930 T7P1.7	Arabidopsis thaliana (Mouse-ear cress)	3702	1150	reviewed	5.0	Q9FT70;	cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), malvids (clade), Brassicales (order), Brassicaceae (family), Camelineae (tribe), Arabidopsis (genus)	Streptophytina	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis
Q09811	HUS2_SCHPO	ATP-dependent DNA helicase hus2/rqh1 (EC 5.6.2.4) (DNA 3'-5' helicase Rqh1)	rqh1 hus2 rad12 rec9 SPAC2G11.12	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	284812	1328	reviewed	5.0	Q09811;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), Taphrinomycotina (subphylum), Schizosaccharomycetes (class), Schizosaccharomycetales (order), Schizosaccharomycetaceae (family), Schizosaccharomyces (genus), Schizosaccharomyces pombe (species)	Taphrinomycotina	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces
Q5RF63	RECQ1_PONAB	ATP-dependent DNA helicase Q1 (EC 5.6.2.4) (DNA 3'-5' helicase Q1) (DNA-dependent ATPase Q1) (RecQ protein-like 1)	RECQL RECQL1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	9601	649	reviewed	5.0	Q5RF63;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Primates (order), Haplorrhini (suborder), Simiiformes (infraorder), Catarrhini (parvorder), Hominoidea (superfamily), Hominidae (family), Ponginae (subfamily), Pongo (genus)	Craniata	Mammalia	Primates	Hominidae	Pongo
Q9DEY9	BLM_XENLA	RecQ-like DNA helicase BLM (EC 5.6.2.4) (Bloom syndrome protein homolog) (xBLM) (DNA 3'-5' helicase BLM) (RecQ helicase homolog)	blm	Xenopus laevis (African clawed frog)	8355	1364	reviewed	5.0	Q9DEY9;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amphibia (class), Batrachia (superorder), Anura (order), Pipoidea (superfamily), Pipidae (family), Xenopodinae (subfamily), Xenopus (genus), Xenopus (subgenus)	Craniata	Amphibia	Anura	Pipidae	Xenopus
O93530	WRN_XENLA	Bifunctional 3'-5' exonuclease/ATP-dependent helicase WRN (Focus-forming activity 1) (FFA-1) (Werner syndrome protein homolog) [Includes: 3'-5' exonuclease (EC 3.1.-.-); ATP-dependent helicase (EC 5.6.2.4) (DNA 3'-5' helicase WRN)]	wrn ffa1	Xenopus laevis (African clawed frog)	8355	1436	reviewed	5.0	O93530;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amphibia (class), Batrachia (superorder), Anura (order), Pipoidea (superfamily), Pipidae (family), Xenopodinae (subfamily), Xenopus (genus), Xenopus (subgenus)	Craniata	Amphibia	Anura	Pipidae	Xenopus
Q9I920	BLM_CHICK	RecQ-like DNA helicase BLM (EC 5.6.2.4) (Bloom syndrome protein homolog) (DNA 3'-5' helicase BLM) (RecQ helicase homolog)	BLM	Gallus gallus (Chicken)	9031	1183	reviewed	5.0	Q9I920;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Sauropsida (clade), Sauria (clade), Archelosauria (clade), Archosauria (clade), Dinosauria (clade), Saurischia (clade), Theropoda (clade), Coelurosauria (clade), Aves (class), Neognathae (infraclass), Galloanserae (superorder), Galliformes (order), Phasianidae (family), Phasianinae (subfamily), Gallus (genus)	Craniata	Aves	Galliformes	Phasianidae	Gallus
Q9TXJ8	RECQ1_CAEEL	Putative ATP-dependent DNA helicase Q1 (EC 5.6.2.4) (DNA 3'-5' helicase Q1)	K02F3.12	Caenorhabditis elegans	6239	631	reviewed	4.0	Q9TXJ8;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Nematoda (phylum), Chromadorea (class), Rhabditida (order), Rhabditina (suborder), Rhabditomorpha (infraorder), Rhabditoidea (superfamily), Rhabditidae (family), Peloderinae (subfamily), Caenorhabditis (genus)		Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis
Q0WVW7	RQL5_ARATH	ATP-dependent DNA helicase Q-like 5 (EC 5.6.2.4) (DNA 3'-5' helicase RecQ5) (RecQ-like protein 5) (AtRecQ5) (AtRecQl5)	RECQL5 RECQ5 RQL5 At1g27880 F28L5.4	Arabidopsis thaliana (Mouse-ear cress)	3702	911	reviewed	4.0	Q0WVW7;	cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), malvids (clade), Brassicales (order), Brassicaceae (family), Camelineae (tribe), Arabidopsis (genus)	Streptophytina	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis
Q9FT69	RQSIM_ARATH	ATP-dependent DNA helicase Q-like SIM (EC 5.6.2.4) (DNA 3'-5' helicase RecQSIM) (RecQ-like protein SIM) (AtRecQsim) (Similar to RecQ protein)	RECQSIM At5g27680 T1G16.10	Arabidopsis thaliana (Mouse-ear cress)	3702	858	reviewed	4.0	Q9FT69;	cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), malvids (clade), Brassicales (order), Brassicaceae (family), Camelineae (tribe), Arabidopsis (genus)	Streptophytina	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis
A8WK63	RECQ1_CAEBR	Putative ATP-dependent DNA helicase Q1 (EC 5.6.2.4) (DNA 3'-5' helicase Q1)	CBG24191	Caenorhabditis briggsae	6238	618	reviewed	4.0	A8WK63;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Nematoda (phylum), Chromadorea (class), Rhabditida (order), Rhabditina (suborder), Rhabditomorpha (infraorder), Rhabditoidea (superfamily), Rhabditidae (family), Peloderinae (subfamily), Caenorhabditis (genus)		Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis
